target,model,held_out_country,pr_auc_base,roc_auc_base,f1_base,recall_base,precision_base,balanced_accuracy_base,false_alarm_rate_base,missed_event_rate_base,pr_auc_local,roc_auc_local,f1_local,recall_local,precision_local,balanced_accuracy_local,false_alarm_rate_local,missed_event_rate_local,pr_auc_delta,roc_auc_delta,f1_delta,recall_delta,precision_delta,balanced_accuracy_delta,false_alarm_rate_delta,missed_event_rate_delta
extreme_abs_151_h1,random_forest,Philippines,0.0503585225588501,0.8844374020357016,0.0809248554913294,0.0985915492957746,0.0686274509803921,0.5445844078555843,0.0094227335846062,0.9014084507042254,0.0588203492215639,0.8977535616396254,0.0680851063829787,0.056338028169014,0.086021505376344,0.5260612973616345,0.0042154334457448,0.943661971830986,0.0084618266627138,0.013316159603923738,-0.012839749108350701,-0.0422535211267606,0.017394054395951902,-0.018523110493949724,-0.0052073001388614,0.04225352112676062
extreme_abs_151_h1,random_forest,Russia,0.8126971640008517,0.9621938466075686,0.7399215126650018,0.8424045491470349,0.6596692111959288,0.8963901050159625,0.0496243391151099,0.157595450852965,0.8251749227661984,0.9658823014372776,0.771343726800297,0.8440292445166532,0.7101845522898155,0.9023503981603764,0.0393284481959001,0.1559707554833468,0.012477758765346736,0.0036884548297090314,0.03142221413529511,0.0016246953696182898,0.05051534109388667,0.005960293144413931,-0.0102958909192098,-0.0016246953696182065
extreme_abs_151_h1,random_forest,Saudi Arabia,0.0249503872439305,0.625861574511244,0.0439560439560439,0.0444444444444444,0.0434782608695652,0.5159899276046584,0.0124645892351274,0.9555555555555556,0.030295679677972,0.6642576854474872,0.0372093023255813,0.0296296296296296,0.05,0.5112265239743993,0.0071765816808309,0.9703703703703704,0.005345292434041502,0.03839611093624318,-0.006746741630462599,-0.014814814814814798,0.0065217391304348005,-0.004763403630259178,-0.0052880075542965,0.014814814814814836
extreme_abs_151_h1,random_forest,South Africa,0.1094803634422665,0.9211303850552802,0.0298507462686567,0.0163934426229508,0.1666666666666666,0.5079622877030733,0.0004688672168042,0.9836065573770492,0.1177715995285949,0.9367428947400784,0.0,0.0,0.0,0.5,0.0,1.0,0.008291236086328396,0.015612509684798215,-0.0298507462686567,-0.0163934426229508,-0.1666666666666666,-0.007962287703073279,-0.0004688672168042,0.016393442622950838
extreme_abs_151_h1,random_forest,South Korea,0.1131013934459502,0.8883830959469309,0.1297297297297297,0.0923076923076923,0.2181818181818181,0.5444274931748836,0.0034527059579251,0.9076923076923076,0.1201213946132247,0.9118565552000594,0.135593220338983,0.0923076923076923,0.2553191489361702,0.544748675124458,0.0028103420587762,0.9076923076923076,0.007020001167274498,0.023473459253128492,0.005863490609253286,0.0,0.037137330754352105,0.0003211819495744228,-0.0006423638991488998,0.0
extreme_abs_151_h1,random_forest,Thailand,0.050709321420856,0.950490995094044,0.0745762711864406,0.2156862745098039,0.0450819672131147,0.5959747590967928,0.0237367563162184,0.7843137254901961,0.0593299385316275,0.9540566022660082,0.0816326530612244,0.1568627450980392,0.0551724137931034,0.5714529699410327,0.0139568052159739,0.8431372549019608,0.0086206171107715,0.0035656071719641913,0.007056381874783801,-0.05882352941176469,0.010090446579988699,-0.024521789155760088,-0.0097799511002445,0.05882352941176472
extreme_abs_151_h1,random_forest,Turkey,0.2439130498355403,0.8231491620297883,0.2924528301886792,0.3044189852700491,0.2813918305597579,0.6283904173166012,0.0476381506368468,0.6955810147299509,0.2715487944841444,0.851135559899486,0.3079443079443079,0.3076923076923077,0.3081967213114754,0.6326847858790492,0.0423227359342092,0.6923076923076923,0.027635744648604077,0.0279863978696977,0.015491477755628702,0.0032733224222585844,0.02680489075171749,0.0042943685624480255,-0.005315414702637598,-0.00327332242225864
extreme_abs_151_h1,random_forest,United Kingdom,0.0005321979776476,0.8200804751868174,0.0,0.0,0.0,0.5,0.0,1.0,0.0002557544757033,0.6255029699176087,0.0,0.0,0.0,0.5,0.0,1.0,-0.0002764435019443,-0.1945775052692087,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h1,random_forest,United States,0.0331794041642233,0.8921610669402411,0.0888888888888888,0.0571428571428571,0.2,0.528427802000513,0.0002872531418312,0.9428571428571428,0.0449036064609399,0.8355044883303411,0.048780487804878,0.0285714285714285,0.1666666666666666,0.514195947678892,0.0001795332136445,0.9714285714285714,0.011724202296716606,-0.05665657860990003,-0.04010840108401079,-0.0285714285714286,-0.03333333333333341,-0.014231854321620996,-0.00010771992818670002,0.02857142857142858
extreme_abs_151_h1,random_forest,Vietnam,0.371725966142692,0.807112909481579,0.4146730462519936,0.4653937947494033,0.37392138063279,0.7001445544036149,0.0651046859421734,0.5346062052505967,0.4032933651362374,0.8274709879906819,0.4338153503893214,0.4653937947494033,0.40625,0.7042821416419001,0.0568295114656031,0.5346062052505967,0.03156739899354544,0.020358078509102873,0.019142304137327815,0.0,0.03232861936720999,0.0041375872382851675,-0.008275174476570307,0.0
