target,step,stage,model,source,pr_auc,f1,recall,precision,interpretation,pr_auc_delta_vs_previous,pr_auc_delta_vs_xgboost_base,f1_delta_vs_previous,f1_delta_vs_xgboost_base,recall_delta_vs_previous,recall_delta_vs_xgboost_base,precision_delta_vs_previous,precision_delta_vs_xgboost_base
extreme_abs_151_h3,1,RF base LOCO,random_forest,base_loco,0.3290929312312222,0.27574580947128985,0.32764904628951774,0.2609439165185024,"Baseline forte com features globais, antes de boosting.",,-0.001334994755307073,,0.045781336983772375,,0.11273426433903622,,-0.03697529921937498
extreme_abs_151_h3,2,XGBoost base LOCO,xgboost,base_loco,0.33042792598652926,0.22996447248751747,0.21491478195048153,0.2979192157378774,"Boosting melhora o ranqueamento, mas ainda sofre sob LOCO.",0.001334994755307073,0.0,-0.045781336983772375,0.0,-0.11273426433903622,0.0,0.03697529921937498,0.0
extreme_abs_151_h3,3,XGBoost + local features,xgboost,local_features,0.3785524161728084,0.25361636051173236,0.24446536170106783,0.3327942021990787,Representacao local/anomalias reduz parte do shift geografico.,0.04812449018627912,0.04812449018627912,0.02365188802421489,0.02365188802421489,0.02955057975058631,0.02955057975058631,0.034874986461201296,0.034874986461201296
extreme_abs_151_h3,4,XGBoost + similarity weighting,xgboost,similarity_weighting,0.38492447691235804,0.2505053054577924,0.23831092143102536,0.34579009960384227,"Paises ambientalmente similares melhoram ranking, mas sacrificam recall.",0.0063720607395496565,0.05449655092582878,-0.0031110550539399373,0.020540832970274953,-0.006154440270042472,0.023396139480543837,0.01299589740476359,0.047870883865964886
extreme_abs_151_h3,5,XGBoost + country-class weighting,xgboost,domain_weighting,0.3859749461523372,0.3169993921619441,0.38994615183188586,0.30368314452463085,Balancear pais e classe aumenta fortemente recall e F1.,0.001050469239979146,0.055547020165807925,0.06649408670415169,0.08703491967442664,0.1516352304008605,0.17503136988140433,-0.04210695507921142,0.005763928786753469
