target,model,held_out_country,pr_auc_local,roc_auc_local,f1_local,recall_local,precision_local,balanced_accuracy_local,false_alarm_rate_local,missed_event_rate_local,pr_auc_weighted,roc_auc_weighted,f1_weighted,recall_weighted,precision_weighted,balanced_accuracy_weighted,false_alarm_rate_weighted,missed_event_rate_weighted,feature_regime,temperature,weighting_strategy,pr_auc_delta,roc_auc_delta,f1_delta,recall_delta,precision_delta,balanced_accuracy_delta,false_alarm_rate_delta,missed_event_rate_delta
extreme_abs_151_h3,xgboost,Australia,0.0005662514156285,0.8285075787019044,0.0,0.0,0.0,0.5,0.0,1.0,0.0009910802775024,0.9020598523124757,0.0,0.0,0.0,0.5,0.0,1.0,local,2.0,country_environmental_similarity,0.0004248288618739001,0.07355227361057126,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Bangladesh,0.951306421729062,0.900205638144163,0.876285868976719,0.8830991679170646,0.8695768972464741,0.7981227006498174,0.2868537666174298,0.1169008320829354,0.9509646758118974,0.8983529001204291,0.8734919458111478,0.8839176101486836,0.8633093525179856,0.7904078449561734,0.3031019202363367,0.1160823898513163,local,2.0,country_environmental_similarity,-0.00034174591716462643,-0.0018527380237338686,-0.002793923165571255,0.0008184422316190876,-0.006267544728488561,-0.0077148556936439405,0.016248153618906913,-0.0008184422316191015
extreme_abs_151_h3,xgboost,Brazil,0.3460429097512201,0.8378020422926485,0.0751633986928104,0.0405286343612334,0.5168539325842697,0.518332948154386,0.0038627380524613,0.9594713656387666,0.3402990773043091,0.8503067712876005,0.088715953307393,0.0502202643171806,0.38,0.5209329851948821,0.0083542939274164,0.9497797356828194,local,2.0,country_environmental_similarity,-0.0057438324469110125,0.01250472899495192,0.013552554614582601,0.009691629955947204,-0.1368539325842697,0.0026000370404960504,0.004491555874955099,-0.00969162995594719
extreme_abs_151_h3,xgboost,China,0.6150107489381027,0.9298201617287384,0.4995654872749844,0.908352144469526,0.3445205479452055,0.8553022216303616,0.1977477012088025,0.091647855530474,0.6209808761647596,0.9305077992265024,0.5083043646195442,0.891196388261851,0.3555475504322766,0.8531816221710122,0.1848331439198264,0.1088036117381489,local,2.0,country_environmental_similarity,0.005970127226656907,0.0006876374977640154,0.008738877344559803,-0.017155756207674955,0.011027002487071114,-0.0021205994593493926,-0.012914557288976114,0.0171557562076749
extreme_abs_151_h3,xgboost,Egypt,0.4042492923142619,0.6238116284925873,0.2296663540131314,0.1725734997986306,0.34321185422507,0.5041224212420007,0.1643286573146292,0.8274265002013693,0.4002603536721316,0.6140815460966234,0.2179504909417784,0.1586790173177607,0.3479028697571744,0.5053415126668964,0.1479959919839679,0.8413209826822392,local,2.0,country_environmental_similarity,-0.003988938642130291,-0.009730082395963957,-0.011715863071353,-0.013894482480869885,0.004691015532104381,0.0012190914248957352,-0.0163326653306613,0.013894482480869885
extreme_abs_151_h3,xgboost,Ethiopia,0.4182210648368007,0.9020899678330312,0.3788187372708758,0.3500627352572145,0.4127218934911242,0.6534880639602765,0.0430866073366616,0.6499372647427855,0.4212781981730805,0.9039247732502418,0.3722184760620364,0.3462986198243413,0.4023323615160349,0.6509005580128869,0.0444975037985674,0.6537013801756587,local,2.0,country_environmental_similarity,0.0030571333362797715,0.0018348054172105943,-0.006600261208839386,-0.003764115432873194,-0.010389531975089294,-0.0025875059473895456,0.0014108964619058,0.0037641154328732496
extreme_abs_151_h3,xgboost,France,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,local,2.0,country_environmental_similarity,,,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Germany,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,local,2.0,country_environmental_similarity,,,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,India,0.8987588815351613,0.9421931364493488,0.790885703785373,0.7394172622319956,0.8500553009954179,0.8328885799015957,0.0736401024288042,0.2605827377680044,0.8971616527516364,0.9408197680834888,0.786829947935763,0.7373556899395272,0.8434208457789656,0.8300342506499063,0.0772871886397144,0.2626443100604728,local,2.0,country_environmental_similarity,-0.0015972287835248622,-0.0013733683658599949,-0.004055755849610043,-0.0020615722924683944,-0.00663445521645234,-0.0028543292516893803,0.0036470862109102,0.0020615722924683944
extreme_abs_151_h3,xgboost,Indonesia,0.1821976939527264,0.6347349064989678,0.0490143846563665,0.0293367346938775,0.1488673139158576,0.5034155862413423,0.0225055622111928,0.9706632653061223,0.2034071005816349,0.6537216824946648,0.0522512506948304,0.0299744897959183,0.2034632034632034,0.5071145767480362,0.0157453362998459,0.9700255102040816,local,2.0,country_environmental_similarity,0.021209406628908495,0.01898677599569698,0.0032368660384639036,0.0006377551020407997,0.05459588954734579,0.0036989905066938666,-0.006760225911346899,-0.0006377551020407823
extreme_abs_151_h3,xgboost,Japan,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,local,2.0,country_environmental_similarity,,,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Mexico,0.5647643485518264,0.8959046983356186,0.5349056603773585,0.4813242784380305,0.6019108280254777,0.7239657901540109,0.0333926981300089,0.5186757215619694,0.5559759316058446,0.8899505931692183,0.5265206812652068,0.4592529711375212,0.6168757126567845,0.7146665568065166,0.0299198575244879,0.5407470288624788,local,2.0,country_environmental_similarity,-0.00878841694598187,-0.00595410516640027,-0.008384979112151747,-0.02207130730050927,0.014964884631306852,-0.009299233347494273,-0.0034728406055209993,0.022071307300509435
extreme_abs_151_h3,xgboost,Nigeria,0.8843703267686996,0.9126873687309396,0.7993799250742798,0.7856780091416963,0.8135682356034709,0.8357904046352189,0.1140971998712584,0.2143219908583037,0.8828637644213396,0.911003969967061,0.7975571725571725,0.7793296089385475,0.8166577967003725,0.8342254739253407,0.1108786610878661,0.2206703910614525,local,2.0,country_environmental_similarity,-0.0015065623473600187,-0.0016833987638785741,-0.0018227525171072845,-0.006348400203148752,0.0030895610969016163,-0.0015649307098781762,-0.0032185387833922885,0.006348400203148807
