target,model,model_family,feature_set,feature_regime,weighting_strategy,countries,n_features,mean_event_rate,mean_precision,mean_recall,mean_f1,mean_balanced_accuracy,mean_roc_auc,mean_pr_auc,mean_false_alarm_rate,mean_missed_event_rate,mean_train_weight_std
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,24,91.0,0.14003470164693402,0.3150575824863657,0.43665321392687395,0.3454498636871332,0.7337286928987704,0.8826056269223685,0.4125736778909803,0.09419582812933315,0.438346786073126,1.2304049441967402
