held_out_country,model,h1_event_rate,h1_balanced_accuracy,h1_precision,h1_recall,h1_f1,h1_roc_auc,h1_pr_auc,h3_event_rate,h3_balanced_accuracy,h3_precision,h3_recall,h3_f1,h3_roc_auc,h3_pr_auc,delta_h1_minus_h3_event_rate,delta_h1_minus_h3_balanced_accuracy,delta_h1_minus_h3_precision,delta_h1_minus_h3_recall,delta_h1_minus_h3_f1,delta_h1_minus_h3_roc_auc,delta_h1_minus_h3_pr_auc
Ethiopia,logistic_regression,0.081552250566335,0.8344908108948207,0.3929008567931457,0.7753623188405797,0.5215272136474411,0.9155032314048516,0.499164753178859,0.0796124263310358,0.6847069908074532,0.2481343283582089,0.5006273525721455,0.3318087318087318,0.7543813230589314,0.2698481874779751,0.0019398242352992034,0.14978382008736746,0.1447665284349368,0.2747349662684342,0.18971848183870932,0.16112190834592022,0.22931656570088388
Indonesia,logistic_regression,0.1166493081386698,0.6412177996514422,0.3214659685863874,0.3915816326530612,0.3530764807360552,0.6909144658368652,0.2730103632461933,0.1183039082541119,0.4611442546811639,0.0745417515274949,0.1167091836734693,0.0909768829231916,0.3785230975840619,0.0930783027816586,-0.0016546001154420925,0.18007354497027833,0.24692421705889248,0.27487244897959184,0.26209959781286357,0.31239136825280334,0.17993206046453472
India,logistic_regression,0.3621692992322363,0.8406209832248714,0.6687946641257742,0.9477450715635972,0.7842019998882744,0.9286201467138682,0.869630201806686,0.3608589991568715,0.7963239736035135,0.6171875,0.9120395821880154,0.7361881517639228,0.8704921576320376,0.7360850479374692,0.001310300075364812,0.04429700962135796,0.05160716412577415,0.03570548937558182,0.04801384812435161,0.05812798908183059,0.13354515386921684
Nigeria,logistic_regression,0.3905400155400155,0.822511119411932,0.6785714285714286,0.9261377766724695,0.7832579661373436,0.9197276053706092,0.8818606549031621,0.3879038613081166,0.7626050172916772,0.6199816681943171,0.8588115794819705,0.7201107207494943,0.8503122015312007,0.7776941334869053,0.0026361542318988906,0.05990610212025482,0.0585897603771115,0.06732619719049904,0.06314724538784922,0.06941540383940847,0.10416652141625682
Egypt,logistic_regression,0.3319699168755772,0.5883136588680558,0.4097759140348578,0.621422893481717,0.4938798073126431,0.6231522168844263,0.4380228366764958,0.3322628127927204,0.4959968063392189,0.3247524752475247,0.2311719693918646,0.2700858722503235,0.5037833217784744,0.3381711878208004,-0.00029289591714320995,0.09231685252883687,0.0850234387873331,0.3902509240898524,0.2237939350623196,0.11936889510595194,0.09985164885569536
Vietnam,logistic_regression,0.0771071034228929,0.7103058366666111,0.2275670675300647,0.5871121718377088,0.328,0.7956075687020085,0.33959414186401,0.0766144083613288,0.708305601015289,0.1566937119675456,0.7527405602923264,0.2593913955928646,0.7845141340961953,0.2533293319733413,0.0004926950615641024,0.002000235651322013,0.07087335556251909,-0.16562838845461758,0.0686086044071354,0.011093434605813246,0.0862648098906687
Russia,logistic_regression,0.1024808524808524,0.9035372350385352,0.5826602046311254,0.8789601949634444,0.7007772020725389,0.9435657595111776,0.8126729770572879,0.1024147247551502,0.8616934654930908,0.4421915444348576,0.8450123660346249,0.5805720758991787,0.915022353314588,0.7301057257382788,6.612772570219194e-05,0.04184376954544444,0.14046866019626786,0.033947828928819423,0.12020512617336021,0.02854340619658957,0.0825672513190091
Mexico,logistic_regression,0.0958359821996185,0.8573128673151498,0.4126016260162601,0.8416252072968491,0.5537370430987453,0.9145453082626942,0.5665108971029713,0.0949387491940683,0.8107746350047698,0.3704781704781705,0.7563667232597623,0.4973485905665643,0.8842194461536601,0.4967581324310134,0.0008972330055501965,0.04653823231038001,0.042123455538089605,0.0852584840370868,0.056388452532181,0.030325862109034096,0.0697527646719579
Turkey,logistic_regression,0.0577395577395577,0.622242801998135,0.2596843615494978,0.2962356792144026,0.2767584097859327,0.7846867207865166,0.2140456609486541,0.0575043128234617,0.5876347366280252,0.1969057665260196,0.2333333333333333,0.2135774218154081,0.7529579350552505,0.1559398093957252,0.00023524491609600018,0.03460806537010974,0.06277859502347821,0.06290234588106927,0.0631809879705246,0.03172878573126603,0.05810585155292891
Bangladesh,logistic_regression,0.686970923813029,0.7095463770464515,0.7943433457575093,0.97053308331101,0.8736435977815288,0.9041477547519754,0.9545593658212038,0.6841172079134005,0.6504637335593755,0.758968850698174,0.9638521347701542,0.8492278108286762,0.8269599545605386,0.900899243697537,0.0028537158996285727,0.059082643487076036,0.03537449505933532,0.006680948540855769,0.024415786952852625,0.07718780019143678,0.053660122123666776
South Africa,logistic_regression,0.0056876456876456,0.5074934204862691,0.0625,0.0163934426229508,0.0259740259740259,0.8075984159974419,0.0503452749337761,0.0057683215130023,0.4997146661594065,0.0,0.0,0.0,0.3911007025761124,0.0043484436370762,-8.067582535670019e-05,0.007778754326862591,0.0625,0.0163934426229508,0.0259740259740259,0.41649771342132946,0.0459968312966999
Pakistan,logistic_regression,0.8204833141542003,0.6779919832029013,0.8767943720886016,0.9950372208436724,0.9321811198706288,0.910178634088773,0.9777287589646898,0.8195529221653649,0.6789654259102124,0.876858781222665,0.9882791105268924,0.9292409104954166,0.8449399949534833,0.9520625694074876,0.0009303919888353773,-0.0009734427073110341,-6.440913406347004e-05,0.006758110316779975,0.0029402093752122216,0.06523863913528971,0.025666189557202235
United States,logistic_regression,0.0012551551013089,0.4999102333931777,0.0,0.0,0.0,0.8816527314696075,0.0100744689624088,0.0012729587197672,0.4992898761835397,0.0,0.0,0.0,0.5207345749661846,0.0012617713151887,-1.7803618458300027e-05,0.0006203572096379895,0.0,0.0,0.0,0.36091815650342296,0.0088126976472201
Saudi Arabia,logistic_regression,0.0125874125874125,0.5303483370055608,0.0333333333333333,0.0962962962962963,0.0495238095238095,0.5767859266253978,0.0197168778760439,0.0126713947990543,0.4974061785698459,0.0094339622641509,0.0149253731343283,0.0115606936416184,0.4440752372606844,0.0112622580434456,-8.398221164179938e-05,0.03294215843571491,0.0238993710691824,0.08137092316196799,0.0379631158821911,0.13271068936471347,0.008454619832598301
Philippines,logistic_regression,0.0069930069930069,0.8364163856377702,0.0508552935737401,0.7746478873239436,0.0954446854663774,0.9015939018359312,0.0530227928290177,0.0068924183398261,0.8795754506572906,0.03954802259887,0.9130434782608696,0.075812274368231,0.8971396418065358,0.0457548222876881,0.00010058865318079979,-0.04315906501952038,0.011307270974870103,-0.138395590936926,0.019632411098146396,0.004454260029395418,0.007267970541329598
Thailand,logistic_regression,0.005168744299179,0.6597122345270626,0.0518731988472622,0.3529411764705882,0.0904522613065326,0.920985346053662,0.0469894662852084,0.0052420598211532,0.7279335788872275,0.0474452554744525,0.5098039215686274,0.0868113522537562,0.857546324998278,0.0430031810600604,-7.331552197420085e-05,-0.06822134436016491,0.004427943372809703,-0.1568627450980392,0.003640909052776392,0.06343902105538402,0.003986285225147997
United Kingdom,logistic_regression,9.579461634256155e-05,0.4999520981030849,0.0,0.0,0.0,0.7620233761256946,0.0004024144869215,9.71534052268532e-05,0.4998542557326078,0.0,0.0,0.0,0.1389428682471822,0.0001128286133363,-1.3587888842916414e-06,9.784237047710809e-05,0.0,0.0,0.0,0.6230805078785124,0.00028958587358520003
Australia,logistic_regression,9.579461634256155e-05,0.4999520981030849,0.0,0.0,0.0,0.2571373826403526,0.0001289490651192,9.71534052268532e-05,0.5,0.0,0.0,0.0,0.7794403420132141,0.0004403346543372,-1.3587888842916414e-06,-4.7901896915114595e-05,0.0,0.0,0.0,-0.5223029593728615,-0.000311385589218
South Korea,logistic_regression,0.0103305785123966,0.545904930142926,0.1130434782608695,0.1,0.1061224489795918,0.8293937073044186,0.0665471066529507,0.0102353320438426,0.6657005540214158,0.0900383141762452,0.3700787401574803,0.1448382126348228,0.8192265499423923,0.0747563351100389,9.524646855400137e-05,-0.11979562387848985,0.023005164084624302,-0.27007874015748035,-0.038715763655230995,0.010167157362026336,-0.0082092284570882
France,logistic_regression,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Germany,logistic_regression,0.0,1.0,0.0,0.0,0.0,,,0.0,0.9999028465947732,0.0,0.0,0.0,,,0.0,9.715340522675753e-05,0.0,0.0,0.0,,
Japan,logistic_regression,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Bangladesh,majority_class,0.686970923813029,0.5,0.0,0.0,0.0,0.5,0.686970923813029,0.6841172079134005,0.5,0.0,0.0,0.0,0.5,0.6841172079134005,0.0028537158996285727,0.0,0.0,0.0,0.0,0.0,0.0028537158996285727
Nigeria,majority_class,0.3905400155400155,0.5,0.0,0.0,0.0,0.5,0.3905400155400155,0.3879038613081166,0.5,0.0,0.0,0.0,0.5,0.3879038613081166,0.0026361542318988906,0.0,0.0,0.0,0.0,0.0,0.0026361542318988906
Ethiopia,majority_class,0.081552250566335,0.5,0.0,0.0,0.0,0.5,0.081552250566335,0.0796124263310358,0.5,0.0,0.0,0.0,0.5,0.0796124263310358,0.0019398242352992034,0.0,0.0,0.0,0.0,0.0,0.0019398242352992034
India,majority_class,0.3621692992322363,0.5,0.0,0.0,0.0,0.5,0.3621692992322363,0.3608589991568715,0.5,0.0,0.0,0.0,0.5,0.3608589991568715,0.001310300075364812,0.0,0.0,0.0,0.0,0.0,0.001310300075364812
China,majority_class,0.1038895744778097,0.5,0.0,0.0,0.0,0.5,0.1038895744778097,0.102674639595791,0.5,0.0,0.0,0.0,0.5,0.102674639595791,0.001214934882018709,0.0,0.0,0.0,0.0,0.0,0.001214934882018709
Pakistan,majority_class,0.8204833141542003,0.5,0.0,0.0,0.0,0.5,0.8204833141542003,0.8195529221653649,0.5,0.0,0.0,0.0,0.5,0.8195529221653649,0.0009303919888353773,0.0,0.0,0.0,0.0,0.0,0.0009303919888353773
Mexico,majority_class,0.0958359821996185,0.5,0.0,0.0,0.0,0.5,0.0958359821996185,0.0949387491940683,0.5,0.0,0.0,0.0,0.5,0.0949387491940683,0.0008972330055501965,0.0,0.0,0.0,0.0,0.0,0.0008972330055501965
Vietnam,majority_class,0.0771071034228929,0.5,0.0,0.0,0.0,0.5,0.0771071034228929,0.0766144083613288,0.5,0.0,0.0,0.0,0.5,0.0766144083613288,0.0004926950615641024,0.0,0.0,0.0,0.0,0.0,0.0004926950615641024
Turkey,majority_class,0.0577395577395577,0.5,0.0,0.0,0.0,0.5,0.0577395577395577,0.0575043128234617,0.5,0.0,0.0,0.0,0.5,0.0575043128234617,0.00023524491609600018,0.0,0.0,0.0,0.0,0.0,0.00023524491609600018
Philippines,majority_class,0.0069930069930069,0.5,0.0,0.0,0.0,0.5,0.0069930069930069,0.0068924183398261,0.5,0.0,0.0,0.0,0.5,0.0068924183398261,0.00010058865318079979,0.0,0.0,0.0,0.0,0.0,0.00010058865318079979
South Korea,majority_class,0.0103305785123966,0.5,0.0,0.0,0.0,0.5,0.0103305785123966,0.0102353320438426,0.5,0.0,0.0,0.0,0.5,0.0102353320438426,9.524646855400137e-05,0.0,0.0,0.0,0.0,0.0,9.524646855400137e-05
Russia,majority_class,0.1024808524808524,0.5,0.0,0.0,0.0,0.5,0.1024808524808524,0.1024147247551502,0.5,0.0,0.0,0.0,0.5,0.1024147247551502,6.612772570219194e-05,0.0,0.0,0.0,0.0,0.0,6.612772570219194e-05
Australia,majority_class,9.579461634256155e-05,0.5,0.0,0.0,0.0,0.5,9.579461634256155e-05,9.71534052268532e-05,0.5,0.0,0.0,0.0,0.5,9.71534052268532e-05,-1.3587888842916414e-06,0.0,0.0,0.0,0.0,0.0,-1.3587888842916414e-06
United Kingdom,majority_class,9.579461634256155e-05,0.5,0.0,0.0,0.0,0.5,9.579461634256155e-05,9.71534052268532e-05,0.5,0.0,0.0,0.0,0.5,9.71534052268532e-05,-1.3587888842916414e-06,0.0,0.0,0.0,0.0,0.0,-1.3587888842916414e-06
United States,majority_class,0.0012551551013089,0.5,0.0,0.0,0.0,0.5,0.0012551551013089,0.0012729587197672,0.5,0.0,0.0,0.0,0.5,0.0012729587197672,-1.7803618458300027e-05,0.0,0.0,0.0,0.0,0.0,-1.7803618458300027e-05
Thailand,majority_class,0.005168744299179,0.5,0.0,0.0,0.0,0.5,0.005168744299179,0.0052420598211532,0.5,0.0,0.0,0.0,0.5,0.0052420598211532,-7.331552197420085e-05,0.0,0.0,0.0,0.0,0.0,-7.331552197420085e-05
South Africa,majority_class,0.0056876456876456,0.5,0.0,0.0,0.0,0.5,0.0056876456876456,0.0057683215130023,0.5,0.0,0.0,0.0,0.5,0.0057683215130023,-8.067582535670019e-05,0.0,0.0,0.0,0.0,0.0,-8.067582535670019e-05
Saudi Arabia,majority_class,0.0125874125874125,0.5,0.0,0.0,0.0,0.5,0.0125874125874125,0.0126713947990543,0.5,0.0,0.0,0.0,0.5,0.0126713947990543,-8.398221164179938e-05,0.0,0.0,0.0,0.0,0.0,-8.398221164179938e-05
Egypt,majority_class,0.3319699168755772,0.5,0.0,0.0,0.0,0.5,0.3319699168755772,0.3322628127927204,0.5,0.0,0.0,0.0,0.5,0.3322628127927204,-0.00029289591714320995,0.0,0.0,0.0,0.0,0.0,-0.00029289591714320995
Brazil,majority_class,0.0912306084719877,0.5,0.0,0.0,0.0,0.5,0.0912306084719877,0.0925246596559876,0.5,0.0,0.0,0.0,0.5,0.0925246596559876,-0.001294051183999903,0.0,0.0,0.0,0.0,0.0,-0.001294051183999903
Indonesia,majority_class,0.1166493081386698,0.5,0.0,0.0,0.0,0.5,0.1166493081386698,0.1183039082541119,0.5,0.0,0.0,0.0,0.5,0.1183039082541119,-0.0016546001154420925,0.0,0.0,0.0,0.0,0.0,-0.0016546001154420925
France,majority_class,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Germany,majority_class,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Japan,majority_class,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,random_forest,0.0912306084719877,0.7219369310747636,0.4276267450404115,0.5127753303964758,0.4663461538461538,0.8304159578439112,0.3549424764063571,0.0925246596559876,0.4793129621158037,0.0060851926977687,0.0026431718061674,0.0036855036855036,0.470789294980063,0.0791075121643759,-0.001294051183999903,0.24262396895895993,0.4215415523426428,0.5101321585903085,0.4626606501606502,0.3596266628638482,0.27583496424198123
Indonesia,random_forest,0.1166493081386698,0.6423133806326977,0.313373253493014,0.4005102040816326,0.3516237402015677,0.7051210327486225,0.2693545091141126,0.1183039082541119,0.4341826474728176,0.0037759597230962,0.0038265306122448,0.0038010769718086,0.3887443155424073,0.0883935373467466,-0.0016546001154420925,0.20813073315988012,0.3095972937699178,0.3966836734693878,0.34782266322975913,0.3163767172062152,0.18096097176736597
China,random_forest,0.1038895744778097,0.8142723240445666,0.2386818277532112,0.9973603167619886,0.3851839265992693,0.935793064416071,0.5997979726077178,0.102674639595791,0.8006684434920777,0.2454024361117745,0.927765237020316,0.3881386344319577,0.8791799378561997,0.419783395135604,0.001214934882018709,0.013603880552488956,-0.006720608358563307,0.06959507974167256,-0.0029547078326883636,0.056613126559871274,0.18001457747211386
Ethiopia,random_forest,0.081552250566335,0.7868553703487845,0.4781818181818182,0.6352657004830918,0.5456431535269709,0.9269343746357384,0.5332099839506457,0.0796124263310358,0.683616783580929,0.3833145434047351,0.4265997490589711,0.4038004750593824,0.8488769340420542,0.3990595310441834,0.0019398242352992034,0.10323858676785547,0.09486727477708312,0.20866595142412075,0.14184267846758852,0.07805744059368414,0.13415045290646227
Mexico,random_forest,0.0958359821996185,0.8568091458101769,0.5036687631027253,0.796849087893864,0.6172125883108542,0.902472170698625,0.6067048220351441,0.0949387491940683,0.7849433136744138,0.4613992762364294,0.6494057724957555,0.5394922425952046,0.8099897648640026,0.4980401917062898,0.0008972330055501965,0.07186583213576303,0.04226948686629595,0.1474433153981085,0.07772034571564967,0.0924824058346223,0.10866463032885426
Russia,random_forest,0.1024808524808524,0.8963901050159625,0.6596692111959288,0.8424045491470349,0.7399215126650018,0.9621938466075686,0.8126971640008517,0.1024147247551502,0.7928279945962139,0.7051039697542533,0.6150041220115416,0.6569793042712462,0.9222170102012324,0.7152398693567223,6.612772570219194e-05,0.10356211041974861,-0.04543475855832446,0.22740042713549324,0.08294220839375566,0.0399768364063362,0.09745729464412933
South Africa,random_forest,0.0056876456876456,0.5079622877030733,0.1666666666666666,0.0163934426229508,0.0298507462686567,0.9211303850552802,0.1094803634422665,0.0057683215130023,0.5,0.0,0.0,0.0,0.8465262553909386,0.0207290128488306,-8.067582535670019e-05,0.007962287703073279,0.1666666666666666,0.0163934426229508,0.0298507462686567,0.0746041296643416,0.08875135059343589
South Korea,random_forest,0.0103305785123966,0.5444274931748836,0.2181818181818181,0.0923076923076923,0.1297297297297297,0.8883830959469309,0.1131013934459502,0.0102353320438426,0.5036520147952762,0.125,0.0078740157480314,0.0148148148148148,0.7810522239398032,0.0387685085493551,9.524646855400137e-05,0.04077547837960738,0.09318181818181809,0.0844336765596609,0.11491491491491491,0.10733087200712765,0.07433288489659509
Egypt,random_forest,0.3319699168755772,0.5986627319306155,0.4169014084507042,0.6470588235294118,0.5070861236567513,0.6415040913739662,0.433863578823167,0.3322628127927204,0.549858779177364,0.4031290184312044,0.3787756745871929,0.3905730897009967,0.5857609298338926,0.3736630069611836,-0.00029289591714320995,0.048803952753251445,0.013772390019499814,0.2682831489422189,0.11651303395575463,0.05574316154007364,0.06020057186198341
