split_name,target,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc,held_out_country,random_pr_auc,random_f1,random_recall,random_precision,drop_random_to_loco_pr_auc,relative_drop_random_to_loco_pr_auc,drop_random_to_loco_f1,relative_drop_random_to_loco_f1,drop_random_to_loco_recall,relative_drop_random_to_loco_recall,drop_random_to_loco_precision,relative_drop_random_to_loco_precision
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,10868,838,0.0771071034228929,0.9228928965771072,0.5,0.0,0.0,0.0,0.4799502344721983,10030,0,838,0,0.0,1.0,0.5,0.0771071034228929,Vietnam,0.1317881196529337,0.0,0.0,0.0,0.05468101623004079,0.41491612729617966,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,10153,828,0.081552250566335,0.9184477494336648,0.5,0.0,0.0,0.0,0.4787452510524694,9325,0,828,0,0.0,1.0,0.5,0.081552250566335,Ethiopia,0.1317881196529337,0.0,0.0,0.0,0.05023586908659869,0.3811866291050796,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,12441,1135,0.0912306084719877,0.9087693915280122,0.5,0.0,0.0,0.0,0.4761022444940413,11306,0,1135,0,0.0,1.0,0.5,0.0912306084719877,Brazil,0.1317881196529337,0.0,0.0,0.0,0.040557511180945985,0.3077478553283475,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,12584,1206,0.0958359821996185,0.9041640178003816,0.5,0.0,0.0,0.0,0.4748351556631333,11378,0,1206,0,0.0,1.0,0.5,0.0958359821996185,Mexico,0.1317881196529337,0.0,0.0,0.0,0.035952137453315186,0.2728025678490274,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,12012,1231,0.1024808524808524,0.8975191475191475,0.5,0.0,0.0,0.0,0.4729960952924143,10781,0,1231,0,0.0,1.0,0.5,0.1024808524808524,Russia,0.1317881196529337,0.0,0.0,0.0,0.02930726717208129,0.22238170822425035,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,21879,2273,0.1038895744778097,0.8961104255221902,0.5,0.0,0.0,0.0,0.4726045558635651,19606,0,2273,0,0.0,1.0,0.5,0.1038895744778097,China,0.1317881196529337,0.0,0.0,0.0,0.02789854517512398,0.2116924139186088,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,13442,1568,0.1166493081386698,0.8833506918613302,0.5,0.0,0.0,0.0,0.4690314425659662,11874,0,1568,0,0.0,1.0,0.5,0.1166493081386698,Indonesia,0.1317881196529337,0.0,0.0,0.0,0.015138811514263883,0.11487235385201798,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,15158,5032,0.3319699168755772,0.6680300831244228,0.5,0.0,0.0,0.0,0.4004904287296313,10126,0,5032,0,0.0,1.0,0.5,0.3319699168755772,Egypt,0.1317881196529337,0.0,0.0,0.0,-0.2001817972226435,-1.5189669429219095,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,20449,7406,0.3621692992322363,0.6378307007677637,0.5,0.0,0.0,0.0,0.3894362832915323,13043,0,7406,0,0.0,1.0,0.5,0.3621692992322363,India,0.1317881196529337,0.0,0.0,0.0,-0.2303811795793026,-1.7481179653068535,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,10296,4021,0.3905400155400155,0.6094599844599845,0.5,0.0,0.0,0.0,0.3786735863858548,6275,0,4021,0,0.0,1.0,0.5,0.3905400155400155,Nigeria,0.1317881196529337,0.0,0.0,0.0,-0.2587518958870818,-1.963393184215007,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,10868,7466,0.686970923813029,0.3130290761869709,0.5,0.0,0.0,0.0,0.2384022424667133,3402,0,7466,0,0.0,1.0,0.5,0.686970923813029,Bangladesh,0.1317881196529337,0.0,0.0,0.0,-0.5551828041600954,-4.2126923551392865,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,11297,9269,0.8204833141542003,0.1795166858457997,0.5,0.0,0.0,0.0,0.1521951219512195,2028,0,9269,0,0.0,1.0,0.5,0.8204833141542003,Pakistan,0.1317881196529337,0.0,0.0,0.0,-0.6886951945012666,-5.225776013156249,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,11583,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11583,0,0,0,0.0,0.0,,,France,0.1317881196529337,0.0,0.0,0.0,,,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,10439,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10439,0,0,0,0.0,0.0,,,Germany,0.1317881196529337,0.0,0.0,0.0,,,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,majority_class,baseline,test,22594,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22594,0,0,0,0.0,0.0,,,Japan,0.1317881196529337,0.0,0.0,0.0,,,0.0,,0.0,,0.0,
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10439,1,9.579461634256155e-05,0.9998084107673147,0.4999520981030849,0.0,0.0,0.0,0.4999520981030849,10437,1,1,0,9.580379383023568e-05,1.0,0.6556332630772179,0.00027616680475,Australia,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.8719277212148372,0.9996833689822491,0.7454208947603549,1.0,0.896255371393493,1.0,0.6380421719654757,1.0
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10439,1,9.579461634256155e-05,0.9999042053836574,0.5,0.0,0.0,0.0,0.4999760501987833,10438,0,1,0,0.0,1.0,0.8200804751868174,0.0005321979776476,United Kingdom,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.8716716900419396,0.9993898238875591,0.7454208947603549,1.0,0.896255371393493,1.0,0.6380421719654757,1.0
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10725,135,0.0125874125874125,0.9756643356643356,0.5159899276046584,0.0434782608695652,0.0444444444444444,0.0439560439560439,0.5158156760366706,10458,132,129,6,0.0124645892351274,0.9555555555555556,0.625861574511244,0.0249503872439305,Saudi Arabia,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.8472535007756566,0.971393859180584,0.701464850804311,0.9410319132921874,0.8518109269490486,0.9504109589041096,0.5945639110959106,0.9318567599761763
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,27885,35,0.0012551551013089,0.9985296754527524,0.528427802000513,0.2,0.0571428571428571,0.0888888888888888,0.5440765664722595,27842,8,33,2,0.0002872531418312,0.9428571428571428,0.8921610669402411,0.0331794041642233,United States,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.8390244838553639,0.9619591191693035,0.6565320058714661,0.8807534246575344,0.8391125142506359,0.9362426614481411,0.43804217196547574,0.6865410958904109
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,20306,142,0.0069930069930069,0.984339604057914,0.5445844078555843,0.0686274509803921,0.0985915492957746,0.0809248554913294,0.5365136868724715,19974,190,128,14,0.0094227335846062,0.9014084507042254,0.8844374020357016,0.0503585225588501,Philippines,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.821845365460737,0.9422629006238514,0.6644960392690255,0.8914373663789691,0.7976638220977184,0.8899961412309474,0.5694147209850836,0.8924405721192586
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,9867,51,0.005168744299179,0.9723320158102768,0.5959747590967928,0.0450819672131147,0.2156862745098039,0.0745762711864406,0.5302661694426982,9583,233,40,11,0.0237367563162184,0.7843137254901961,0.950490995094044,0.050709321420856,Thailand,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.8214945665987311,0.9418607023915063,0.6708446235739143,0.8999541444160669,0.680569096883689,0.7593473005640612,0.592960204752361,0.9293432798113631
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10725,61,0.0056876456876456,0.993939393939394,0.5079622877030733,0.1666666666666666,0.0163934426229508,0.0298507462686567,0.5134054741491533,10659,5,60,1,0.0004688672168042,0.9836065573770492,0.9211303850552802,0.1094803634422665,South Africa,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.7627235245773206,0.8744784735013611,0.7155701484916982,0.9599545082805153,0.8798619287705421,0.9817089602515158,0.4713755052988091,0.7387842465753425
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,12584,130,0.0103305785123966,0.9872059758423396,0.5444274931748836,0.2181818181818181,0.0923076923076923,0.1297297297297297,0.5616426737749237,12411,43,118,12,0.0034527059579251,0.9076923076923076,0.8883830959469309,0.1131013934459502,South Korea,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.759102494573637,0.8703268868672938,0.6156911650306252,0.8259644576082932,0.8039476790858007,0.8970073761854583,0.41986035378365766,0.6580448318804485
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10582,611,0.0577395577395577,0.914949914949915,0.6283904173166012,0.2813918305597579,0.3044189852700491,0.2924528301886792,0.6236042554321639,9496,475,425,186,0.0476381506368468,0.6955810147299509,0.8231491620297883,0.2439130498355403,Turkey,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.6282908381840469,0.7203485868546567,0.4529680645716757,0.6076675174463687,0.5918363861234439,0.6603434746541713,0.35665034140571783,0.5589761258367355
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,13442,1568,0.1166493081386698,0.8277042106829341,0.6423133806326977,0.313373253493014,0.4005102040816326,0.3516237402015677,0.6261378824549362,10498,1376,940,628,0.1158834428162371,0.5994897959183674,0.7051210327486225,0.2693545091141126,Indonesia,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.6028493789054745,0.6911794216766164,0.39379715455878717,0.5282883231833592,0.49574516731186036,0.5531293681856305,0.32466891847246176,0.508851816914117
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,12441,1135,0.0912306084719877,0.8929346515553412,0.7219369310747636,0.4276267450404115,0.5127753303964758,0.4663461538461538,0.7034223398552667,10527,779,553,582,0.0689014682469485,0.4872246696035242,0.8304159578439112,0.3549424764063571,Brazil,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.51726141161323,0.5930510270800511,0.2790747409142011,0.3743854550842994,0.38348004099701716,0.42786916903023353,0.21041542692506426,0.3297829456584098
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10868,838,0.0771071034228929,0.8986934118513066,0.7001445544036149,0.37392138063279,0.4653937947494033,0.4146730462519936,0.679610509527407,9377,653,448,390,0.0651046859421734,0.5346062052505967,0.807112909481579,0.371725966142692,Vietnam,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.5004779218768951,0.5738084050660135,0.3307478485083613,0.443706167660746,0.4308615766440897,0.4807352796939877,0.26412079133268573,0.4139550690185056
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,15158,5032,0.3319699168755772,0.5823987333421295,0.5986627319306155,0.4169014084507042,0.6470588235294118,0.5070861236567513,0.5724168171219547,5572,4554,1776,3256,0.4497333596681809,0.3529411764705882,0.6415040913739662,0.433863578823167,Egypt,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.43834030919642014,0.5025663325024943,0.23833477110360357,0.3197318089402709,0.24919654786408119,0.27804190169218373,0.22114076351477152,0.3465927069264904
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10153,828,0.081552250566335,0.9137200827341672,0.7868553703487845,0.4781818181818182,0.6352657004830918,0.5456431535269709,0.7489887331461169,8751,574,302,526,0.0615549597855227,0.3647342995169082,0.9269343746357384,0.5332099839506457,Ethiopia,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.3389939040689415,0.38866360116630055,0.199777741233384,0.26800662905701145,0.26098967091040115,0.2912001191185229,0.15986035378365754,0.25054825653798246
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,21879,2273,0.1038895744778097,0.6692261986379634,0.8142723240445666,0.2386818277532112,0.9973603167619886,0.3851839265992693,0.5794678816414611,12375,7231,6,2267,0.3688156686728552,0.0026396832380114,0.935793064416071,0.5997979726077178,China,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.2724059154118693,0.3123190794647683,0.3602369681610856,0.48326652860582614,-0.10110494536849557,-0.11280818904471183,0.3993603442122645,0.6259152792080236
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,12584,1206,0.0958359821996185,0.905276541640178,0.8568091458101769,0.5036687631027253,0.796849087893864,0.6172125883108542,0.7815817181147996,10431,947,245,961,0.0832307962735102,0.2031509121061359,0.902472170698625,0.6067048220351441,Mexico,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.26549906598444306,0.3044002321375581,0.12820830644950065,0.17199451658880355,0.09940628349962899,0.11091290124718878,0.1343734088627504,0.2106027074179374
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,12012,1231,0.1024808524808524,0.9393106893106892,0.8963901050159625,0.6596692111959288,0.8424045491470349,0.7399215126650018,0.8527843744466331,10246,535,194,1037,0.0496243391151099,0.157595450852965,0.9621938466075686,0.8126971640008517,Russia,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.05950672401873547,0.06822570368707084,0.005499382095353056,0.00737755291541841,0.0538508222464581,0.06008423934210975,-0.02162703923045306,-0.03389594008156453
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10296,4021,0.3905400155400155,0.7941919191919192,0.8142270014693773,0.6767001114827201,0.9057448395921412,0.7746463894501755,0.7926319801393339,4535,1740,379,3642,0.2772908366533864,0.0942551604078587,0.9095995822727492,0.8672387705191863,Nigeria,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,0.004965117500400851,0.005692611061015299,-0.029225494689820608,-0.03920670173756841,-0.009489468198648265,-0.010587906640820564,-0.03865793951724439,-0.060588376781051015
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,20449,7406,0.3621692992322363,0.847718714851582,0.8630604136644431,0.7303563761270931,0.9187145557655956,0.813778256189451,0.842486414659914,10531,2512,602,6804,0.1925937284367093,0.0812854442344045,0.9407638114432726,0.8929748760676951,India,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,-0.020770988048107952,-0.023814372228115426,-0.0683573614290961,-0.09170303906100229,-0.022459184372102592,-0.02505891187818844,-0.0923142041616174,-0.14468354635124728
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10868,7466,0.686970923813029,0.8185498711814502,0.7290509844904582,0.8063796564800357,0.968390034824538,0.8799902629016553,0.7540976955533918,1666,1736,236,7230,0.5102880658436214,0.031609965175462,0.9114653094026252,0.9585512074714392,Bangladesh,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,-0.08634731945185203,-0.09899900772961577,-0.13456936814130038,-0.18052803333955783,-0.07213466343104502,-0.08048449775970708,-0.16833748451456,-0.26383441708249444
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,11297,9269,0.8204833141542003,0.8912100557670178,0.7170230379179565,0.89067055393586,0.9887798036465638,0.9371644767114884,0.7661110686687589,903,1125,104,9165,0.5547337278106509,0.0112201963534361,0.900593333209913,0.9740006523860508,Pakistan,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,-0.10179676436646368,-0.11671211945363126,-0.1917435819511335,-0.2572286117801636,-0.09252443225307083,-0.10323445215085779,-0.2526283819703843,-0.39594307879707663
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,11583,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11583,0,0,0,0.0,0.0,,,France,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,,,0.7454208947603549,1.0,0.896255371393493,1.0,0.6380421719654757,1.0
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,10439,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10439,0,0,0,0.0,0.0,,,Germany,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,,,0.7454208947603549,1.0,0.896255371393493,1.0,0.6380421719654757,1.0
leave_one_country_out,extreme_abs_151_h1,random_forest,ensemble,test,22594,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22594,0,0,0,0.0,0.0,,,Japan,0.8722038880195871,0.7454208947603549,0.896255371393493,0.6380421719654757,,,0.7454208947603549,1.0,0.896255371393493,1.0,0.6380421719654757,1.0
