split_name,target,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc,held_out_country,random_pr_auc,random_f1,random_recall,random_precision,drop_random_to_loco_pr_auc,relative_drop_random_to_loco_pr_auc,drop_random_to_loco_f1,relative_drop_random_to_loco_f1,drop_random_to_loco_recall,relative_drop_random_to_loco_recall,drop_random_to_loco_precision,relative_drop_random_to_loco_precision
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,12441,1135,0.0912306084719877,0.8415722208825657,0.7265708590269406,0.3070175438596491,0.5859030837004405,0.4029082096334444,0.6557889363815246,9805,1501,470,665,0.1327613656465593,0.4140969162995594,0.7510052749660816,0.2988735008432613,Brazil,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,0.533682982661466,0.6410171480676912,0.2889017583059319,0.4176027691050102,0.3247783159312353,0.35663220536028467,0.25074164403394994,0.4495517948899888
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,10868,838,0.0771071034228929,0.7856091277143908,0.6913719462138643,0.1972402597402597,0.5799522673031027,0.2943670502725621,0.5839850874667574,8052,1978,352,486,0.1972083748753738,0.4200477326968974,0.758035559193541,0.305750171621867,Vietnam,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,0.5268063118828602,0.6327574432730594,0.3974429176668142,0.5744972406955003,0.33072913232857315,0.36316667109082956,0.3605189281533393,0.6463702185074784
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,10153,828,0.081552250566335,0.8355165960799764,0.7624397430417946,0.285204081632653,0.6751207729468599,0.4010043041606886,0.652836893489181,7924,1401,269,559,0.1502412868632708,0.3248792270531401,0.8317237828806776,0.3819963023434015,Ethiopia,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,0.45056018116132573,0.5411767130377136,0.2908056637786877,0.42035483334372997,0.23556062668481592,0.2586641461877756,0.27255510626094603,0.48866089914226574
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,15158,5032,0.3319699168755772,0.5202533315740863,0.5875890449650776,0.3898721730580137,0.7879570747217806,0.5216418892251019,0.520249289193734,3921,6205,1067,3965,0.6127789847916255,0.2120429252782193,0.6209573169793512,0.4204500548576099,Egypt,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,0.41210642864711733,0.49498915306300345,0.17016807871427442,0.2459751761327416,0.12272432490989527,0.13476098771703363,0.16788701483558532,0.301002688041084
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,12584,1206,0.0958359821996185,0.8270820089001907,0.8283937726262927,0.3368102288021534,0.8300165837479271,0.47917663954045,0.6877541130050988,9407,1971,205,1001,0.1732290384953418,0.1699834162520729,0.8845481897945673,0.5341346722709888,Mexico,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,0.29842181123373845,0.35844031864060794,0.21263332839892635,0.30735800039463945,0.08066481588374874,0.08857632967618922,0.22094895909144563,0.3961368344748719
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,21879,2273,0.1038895744778097,0.5726038667215138,0.7428578477753943,0.1904303708887333,0.957765068191817,0.317694272163444,0.5032719855143909,10351,9255,96,2177,0.4720493726410282,0.042234931808183,0.9039486596913888,0.5407356453823026,China,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,0.29182083812242465,0.3505117597474907,0.37411569577593234,0.5407781227701483,-0.04708366856014112,-0.05170158145228843,0.36732881700486575,0.6585795895036681
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,12012,1231,0.1024808524808524,0.8898601398601399,0.8573281695518284,0.478116079923882,0.8164094232331438,0.603060306030603,0.7695597310927265,9684,1097,226,1005,0.101753084129487,0.1835905767668562,0.9230482727119218,0.7283562375253214,Russia,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,0.1042002459794058,0.12515696897916737,0.08874966190877331,0.12828618554474266,0.09427197639853202,0.10351806508473789,0.07964310796971702,0.14279120756484992
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,10296,4021,0.3905400155400155,0.7587412587412588,0.7874659630565032,0.631345069218937,0.9186769460333252,0.7483792544570502,0.7583314182733012,4118,2157,327,3694,0.3437450199203187,0.0813230539666749,0.8896956714301708,0.8384036001778954,Nigeria,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,-0.005847116673168173,-0.007023087068584427,-0.0565692865176739,-0.0817699789527044,-0.007995546401649345,-0.008779740538110403,-0.07358588132533794,-0.13193127593870413
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,20449,7406,0.3621692992322363,0.8046848256638467,0.8284796788304598,0.6682777668179128,0.914798811774237,0.77234382124943,0.8006619337470924,9680,3363,631,6775,0.2578394541133175,0.0852011882257628,0.9039506810901904,0.843786959526193,India,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,-0.011230476021465763,-0.01348914607473836,-0.0805338533100537,-0.11641036851482735,-0.0041174121425612276,-0.004521243262711318,-0.11051857892431383,-0.19814748250350098
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,10868,7466,0.686970923813029,0.7869893264630107,0.6796794892086139,0.7774426370785307,0.9666488079292794,0.8617827930025673,0.6987879274818332,1336,2066,249,7217,0.6072898295120517,0.0333511920707206,0.8835565636135627,0.9423364760960412,Bangladesh,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,-0.10977999259131399,-0.1318589125979591,-0.169972825063191,-0.24569294017181004,-0.055967408297603605,-0.061456628322747744,-0.21968344918493166,-0.3938679163934088
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,11297,9269,0.8204833141542003,0.8716473400017704,0.6889227532635667,0.8818989938458532,0.9739993526809796,0.9256638982877065,0.7280521563977391,819,1209,241,9028,0.5961538461538461,0.0260006473190203,0.8334887260731888,0.9522328616367944,Pakistan,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,-0.11967637813206722,-0.14374565630463643,-0.23385393034833013,-0.33803203363040135,-0.06331795304930377,-0.0695281061795186,-0.3241398059522542,-0.5811465108739523
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,11583,0,0.0,0.998963998963999,0.998963998963999,0.0,0.0,0.0,0.4997408655091993,11571,12,0,0,0.001036001036001,0.0,,,France,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,,,0.6918099679393763,1.0,0.9106813996316758,1.0,0.557759187893599,1.0
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,10439,0,0.0,0.9982756969058338,0.9982756969058338,0.0,0.0,0.0,0.499568552253116,10421,18,0,0,0.0017243030941661,0.0,,,Germany,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,,,0.6918099679393763,1.0,0.9106813996316758,1.0,0.557759187893599,1.0
leave_one_country_out,extreme_abs_151_h1,decision_tree,tree,test,22594,0,0.0,0.9986722138620872,0.9986722138620872,0.0,0.0,0.0,0.4996678329421143,22564,30,0,0,0.0013277861379127,0.0,,,Japan,0.8325564835047272,0.6918099679393763,0.9106813996316758,0.557759187893599,,,0.6918099679393763,1.0,0.9106813996316758,1.0,0.557759187893599,1.0
