target,model,regime,recall_target,threshold,precision,recall,f1,false_alarm_rate,false_alerts_per_100_city_months,alerts_per_100_city_months
extreme_abs_151_h3,xgboost,country_class_balanced,0.5,0.8,0.8023864741527643,0.5021889266065784,0.6177482757131132,0.018714796840128944,1.6255134536391749,8.22571960431378
extreme_abs_151_h3,xgboost,country_class_balanced,0.6,0.69,0.727687554913131,0.6010769050684771,0.658350214108054,0.03403592050727975,2.9562622113505945,10.85614067475885
extreme_abs_151_h3,xgboost,country_class_balanced,0.7,0.55,0.6516987151849616,0.7077373288072106,0.6785630113464193,0.05723546707286833,4.97130813372102,14.273011184443316
extreme_abs_151_h3,xgboost,country_class_balanced,0.8,0.41,0.5781397227083053,0.8044012641929065,0.6727559301790557,0.08881646533706472,7.71434285626375,18.286487900186152
extreme_abs_151_h3,xgboost,local_features,0.5,0.69,0.8194571167883211,0.5046236685005268,0.6246106144684797,0.016823125154982466,1.4612082891032445,8.093413947477732
extreme_abs_151_h3,xgboost,local_features,0.6,0.53,0.742567665364018,0.6005384525342385,0.6640434895159202,0.03150306422473343,2.736265595913909,10.629067245119305
extreme_abs_151_h3,xgboost,local_features,0.7,0.33,0.6601807572500329,0.7045534355612783,0.6816457344763932,0.05487619115094407,4.766388209412163,14.026245750065383
extreme_abs_151_h3,xgboost,local_features,0.8,0.16,0.570106279235054,0.8074915135198408,0.6683459928693226,0.09213574692691913,8.002646113136722,18.61540591683205
