target,held_out_country,feature,permutation_importance_mean,permutation_importance_std,sample_rows,repeats,group
extreme_abs_151_h3,Vietnam,CO_lag_1,0.0013606974078557894,0.0014304006644879986,8000,3,lag
extreme_abs_151_h3,Vietnam,PM10_city_past_zscore,0.001334348322981127,0.0023380906008801886,8000,3,local_normalization
extreme_abs_151_h3,Vietnam,AQI_lag_1,0.0013325949424969157,0.0005138666959879565,8000,3,lag
extreme_abs_151_h3,Vietnam,Population_Density_per_SqKm,0.0013100077181644558,0.003148000607272081,8000,3,current_socio_environmental
extreme_abs_151_h3,Vietnam,PM10_lag_2,0.0012921125464942507,0.0005593885531264221,8000,3,lag
extreme_abs_151_h3,Vietnam,AQI_lag_3,0.0012911574466786442,0.002399038643630199,8000,3,lag
extreme_abs_151_h3,Vietnam,AQI_roll_max_3,0.0011910756545081003,0.0007688723992824321,8000,3,rolling
extreme_abs_151_h3,Vietnam,Humidity (%),0.001181982560053178,0.00011363901842034193,8000,3,current_meteorology
extreme_abs_151_h3,Vietnam,Industry_Growth_%,0.0011568152373930458,0.0004955183489234056,8000,3,current_socio_environmental
extreme_abs_151_h3,Vietnam,SO2_lag_1,0.0010893778244941605,0.0007677598994573709,8000,3,lag
extreme_abs_151_h3,Vietnam,AQI_roll_mean_3,0.001072910317120405,0.0006406494436847696,8000,3,rolling
extreme_abs_151_h3,Vietnam,NH3 (ug/m3),0.0009036588413426546,0.0005659197686089151,8000,3,current_pollutant
extreme_abs_151_h3,Vietnam,Deforestation_Rate_city_past_zscore,0.0008711580776205041,0.00015905917817380977,8000,3,local_normalization
extreme_abs_151_h3,Vietnam,PM10_roll_max_3,0.000867345790867724,0.0017942952865756675,8000,3,rolling
extreme_abs_151_h3,Vietnam,Xylene (ug/m3),0.0008161652991211151,0.0015055831527782603,8000,3,current_pollutant
extreme_abs_151_h3,Vietnam,quarter,0.0006915272872619985,0.0006147485680796311,8000,3,calendar
extreme_abs_151_h3,Vietnam,PM25_PM10_ratio,0.0006080940640310432,0.00030351547174427453,8000,3,interaction
