target,model,held_out_country,pr_auc_local,roc_auc_local,f1_local,recall_local,precision_local,balanced_accuracy_local,false_alarm_rate_local,missed_event_rate_local,pr_auc_weighted,roc_auc_weighted,f1_weighted,recall_weighted,precision_weighted,balanced_accuracy_weighted,false_alarm_rate_weighted,missed_event_rate_weighted,feature_regime,weighting_strategy,pr_auc_delta,roc_auc_delta,f1_delta,recall_delta,precision_delta,balanced_accuracy_delta,false_alarm_rate_delta,missed_event_rate_delta
extreme_abs_151_h3,xgboost,Nigeria,0.8843703267686996,0.9126873687309396,0.7993799250742798,0.7856780091416963,0.8135682356034709,0.8357904046352189,0.1140971998712584,0.2143219908583037,0.8845482965940512,0.9127997070132596,0.7952837522674268,0.7793296089385475,0.8119047619047619,0.8324552775944749,0.1144190537495976,0.2206703910614525,local,inverse_country_size,0.00017796982535156491,0.00011233828232004583,-0.004096172806853038,-0.006348400203148752,-0.001663473698709006,-0.0033351270407440126,0.00032185387833920387,0.006348400203148807
extreme_abs_151_h3,xgboost,Pakistan,0.9688713117622846,0.8798297372813878,0.8315544105017789,0.7424690546609706,0.944932385333891,0.7729758208628236,0.1965174129353233,0.2575309453390295,0.9688465726444117,0.8790370090613859,0.8321293008448635,0.7444407930770074,0.94323386537127,0.7704791030061654,0.2034825870646766,0.2555592069229926,local,inverse_country_size,-2.4739117872929484e-05,-0.0007927282200018704,0.0005748903430845553,0.0019717384160368168,-0.0016985199626210479,-0.0024967178566581705,0.0069651741293532965,-0.0019717384160368723
extreme_abs_151_h3,xgboost,Philippines,0.0497557408069582,0.9065392683360592,0.0,0.0,0.0,0.499899416616375,0.00020116676725,1.0,0.0474906306979255,0.901064580363208,0.0,0.0,0.0,0.499899416616375,0.00020116676725,1.0,local,inverse_country_size,-0.0022651101090327003,-0.005474687972851222,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Russia,0.7822014502178402,0.9536088170334808,0.6513089005235602,0.5127782357790602,0.8923959827833573,0.7528616980795404,0.0070548396199793,0.4872217642209398,0.7955863809682642,0.9601229600967104,0.641390205371248,0.5020610057708161,0.8877551020408163,0.747409018547152,0.007242968676512,0.4979389942291838,local,inverse_country_size,0.013384930750424018,0.006514143063229616,-0.00991869515231214,-0.010717230008244094,-0.004640880742540987,-0.0054526795323883714,0.00018812905653269995,0.010717230008243983
extreme_abs_151_h3,xgboost,Saudi Arabia,0.0181822701394581,0.5675487136675592,0.0,0.0,0.0,0.5,0.0,1.0,0.0206194573438604,0.5889547092618509,0.0,0.0,0.0,0.5,0.0,1.0,local,inverse_country_size,0.0024371872044022976,0.021405995594291682,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,South Africa,0.0420644860467548,0.923755055710263,0.0,0.0,0.0,0.5,0.0,1.0,0.0391607250939377,0.9236038131827352,0.0,0.0,0.0,0.5,0.0,1.0,local,inverse_country_size,-0.0029037609528171013,-0.0001512425275277396,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,South Korea,0.0524454066273345,0.8621922219009326,0.0,0.0,0.0,0.4999592867030372,8.14265939255761e-05,1.0,0.0533764929651702,0.863562368603444,0.0,0.0,0.0,0.5,0.0,1.0,local,inverse_country_size,0.0009310863378357015,0.0013701467025114544,0.0,0.0,0.0,4.071329696281323e-05,-8.14265939255761e-05,0.0
extreme_abs_151_h3,xgboost,Thailand,0.0525012273762282,0.9491326598835442,0.0,0.0,0.0,0.4995350278983261,0.0009299442033477,1.0,0.0574299854207643,0.948672752837444,0.0,0.0,0.0,0.4997416821657367,0.0005166356685265,1.0,local,inverse_country_size,0.004928758044536102,-0.0004599070461002164,0.0,0.0,0.0,0.00020665426741062198,-0.00041330853482120006,0.0
extreme_abs_151_h3,xgboost,Turkey,0.2602479389762805,0.8445574876279575,0.1054216867469879,0.0583333333333333,0.546875,0.5276921903599756,0.0029489526133821,0.9416666666666668,0.2697772200787234,0.8472206969019049,0.1160714285714285,0.065,0.5416666666666666,0.5308221476510067,0.0033557046979865,0.935,local,inverse_country_size,0.009529281102442888,0.0026632092739474755,0.010649741824440603,0.006666666666666703,-0.00520833333333337,0.003129957291031049,0.0004067520846044001,-0.00666666666666671
extreme_abs_151_h3,xgboost,United Kingdom,0.0011337868480725,0.9143995336183444,0.0,0.0,0.0,0.5,0.0,1.0,0.0012515644555694,0.9224640497473766,0.0,0.0,0.0,0.5,0.0,1.0,local,inverse_country_size,0.00011777760749690012,0.008064516129032251,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,United States,0.0171443953030203,0.9077749453750912,0.0,0.0,0.0,0.5,0.0,1.0,0.0127128205769258,0.9044906877536156,0.0,0.0,0.0,0.5,0.0,1.0,local,inverse_country_size,-0.004431574726094499,-0.0032842576214755503,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Vietnam,0.439564785731255,0.8690467940168357,0.2648221343873518,0.1632155907429963,0.7015706806282722,0.5787275528247574,0.0057604850934815,0.8367844092570037,0.4549470517821699,0.873321151013781,0.281524926686217,0.1753958587088916,0.7128712871287128,0.5847671562367096,0.0058615462354724,0.8246041412911084,local,inverse_country_size,0.015382266050914861,0.004274356996945339,0.016702792298865177,0.012180267965895303,0.011300606500440624,0.006039603411952199,0.00010106114199089945,-0.01218026796589533
