target,model,held_out_country,pr_auc_local,roc_auc_local,f1_local,recall_local,precision_local,balanced_accuracy_local,false_alarm_rate_local,missed_event_rate_local,pr_auc_weighted,roc_auc_weighted,f1_weighted,recall_weighted,precision_weighted,balanced_accuracy_weighted,false_alarm_rate_weighted,missed_event_rate_weighted,feature_regime,weighting_strategy,pr_auc_delta,roc_auc_delta,f1_delta,recall_delta,precision_delta,balanced_accuracy_delta,false_alarm_rate_delta,missed_event_rate_delta
extreme_abs_151_h1,xgboost,United States,0.0408788587989063,0.9387760964349832,0.0,0.0,0.0,0.5,0.0,1.0,0.0408063458115172,0.9525150038471402,0.0,0.0,0.0,0.4998384201077199,0.0003231597845601,1.0,local,country_class_balanced,-7.251298738909784e-05,0.013738907412156998,0.0,0.0,0.0,-0.00016157989228010594,0.0003231597845601,0.0
extreme_abs_151_h1,xgboost,Vietnam,0.4330136460211443,0.8616604839419689,0.2875816993464052,0.1837708830548926,0.6609442060085837,0.5879472560837773,0.0078763708873379,0.8162291169451074,0.4300058331835155,0.8530089921167285,0.3832641328648994,0.7159904534606205,0.2616659398168338,0.7735984171590241,0.1687936191425723,0.2840095465393795,local,country_class_balanced,-0.0030078128376287983,-0.008651491825240387,0.0956824335184942,0.532219570405728,-0.39927826619174994,0.18565116107524682,0.1609172482552344,-0.5322195704057279
extreme_abs_151_h3,xgboost,Australia,0.0005662514156285,0.8285075787019044,0.0,0.0,0.0,0.5,0.0,1.0,0.000512557662737,0.810532452390206,0.0,0.0,0.0,0.5,0.0,1.0,local,country_class_balanced,-5.369375289149996e-05,-0.017975126311698397,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Bangladesh,0.951306421729062,0.900205638144163,0.876285868976719,0.8830991679170646,0.8695768972464741,0.7981227006498174,0.2868537666174298,0.1169008320829354,0.9541019458620724,0.9094261091937336,0.891769711474538,0.9148820079116082,0.8697963947607315,0.8091396745614171,0.296602658788774,0.0851179920883917,local,country_class_balanced,0.0027955241330104297,0.009220471049570578,0.015483842497818978,0.03178283999454368,0.00021949751425731634,0.011016973911599726,0.009748892171344226,-0.031782839994543705
extreme_abs_151_h3,xgboost,Brazil,0.3460429097512201,0.8378020422926485,0.0751633986928104,0.0405286343612334,0.5168539325842697,0.518332948154386,0.0038627380524613,0.9594713656387666,0.4016256681333796,0.858758810968419,0.3400447427293065,0.2678414096916299,0.4655436447166922,0.6182451748422217,0.0313510600071864,0.73215859030837,local,country_class_balanced,0.05558275838215948,0.020956768675770454,0.2648813440364961,0.2273127753303965,-0.05131028786757752,0.09991222668783573,0.027488321954725097,-0.2273127753303965
extreme_abs_151_h3,xgboost,China,0.6150107489381027,0.9298201617287384,0.4995654872749844,0.908352144469526,0.3445205479452055,0.8553022216303616,0.1977477012088025,0.091647855530474,0.6321043418070895,0.936145227957387,0.4648910411622276,0.9534988713318284,0.3073788385970019,0.8538286793894394,0.2458415125529497,0.0465011286681715,local,country_class_balanced,0.017093592868986818,0.00632506622864859,-0.034674446112756774,0.04514672686230248,-0.0371417093482036,-0.001473542240922221,0.0480938113441472,-0.0451467268623025
extreme_abs_151_h3,xgboost,Egypt,0.4042492923142619,0.6238116284925873,0.2296663540131314,0.1725734997986306,0.34321185422507,0.5041224212420007,0.1643286573146292,0.8274265002013693,0.4031090740850967,0.6214426335554718,0.5114388202471104,0.6459927507047926,0.423274838369178,0.6040083994004924,0.4379759519038076,0.3540072492952074,local,country_class_balanced,-0.0011402182291651575,-0.0023689949371155095,0.281772466233979,0.473419250906162,0.08006298414410801,0.09988597815849176,0.2736472945891784,-0.47341925090616194
extreme_abs_151_h3,xgboost,Ethiopia,0.4182210648368007,0.9020899678330312,0.3788187372708758,0.3500627352572145,0.4127218934911242,0.6534880639602765,0.0430866073366616,0.6499372647427855,0.4383634519937223,0.8710520840170392,0.4701397712833545,0.4642409033877039,0.4761904761904761,0.7100344955401727,0.0441719123073583,0.5357590966122961,local,country_class_balanced,0.02014238715692157,-0.03103788381599204,0.09132103401247871,0.11417816813048942,0.0634685826993519,0.05654643157989625,0.0010853049706966988,-0.11417816813048931
extreme_abs_151_h3,xgboost,France,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,local,country_class_balanced,,,0.0,0.0,0.0,0.0,0.0,0.0
extreme_abs_151_h3,xgboost,Germany,,,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,local,country_class_balanced,,,0.0,0.0,0.0,0.0,0.0,0.0
