target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,countries,n_features,mean_event_rate,mean_precision,mean_recall,mean_f1,mean_balanced_accuracy,mean_roc_auc,mean_pr_auc,mean_false_alarm_rate,mean_missed_event_rate,mean_train_weight_std
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,2.0,24,91.0,0.1396483510147712,0.33297532770456145,0.24074214806952032,0.2513506211954855,0.6594149175026411,0.86159026928053,0.380788578940707,0.046912313064237925,0.6342578519304797,0.19920561218520183
