held_out_country,train_country,profile_distance,similarity_weight,target,model,feature_regime,temperature
China,United States,1.0568225016671278,1.033246534812143,extreme_abs_151_h3,xgboost,local,2.0
China,Brazil,1.0599188739683478,1.0316481144821583,extreme_abs_151_h3,xgboost,local,2.0
China,Nigeria,1.066233100951013,1.0283962203021808,extreme_abs_151_h3,xgboost,local,2.0
China,Turkey,1.0674437068680829,1.027773917387384,extreme_abs_151_h3,xgboost,local,2.0
China,Philippines,1.1143511798176458,1.0039492595049615,extreme_abs_151_h3,xgboost,local,2.0
China,Saudi Arabia,1.1316418212732002,0.9953072066481236,extreme_abs_151_h3,xgboost,local,2.0
China,United Kingdom,1.1357664500685365,0.9932566854022572,extreme_abs_151_h3,xgboost,local,2.0
China,Germany,1.1636795465455072,0.9794905379624442,extreme_abs_151_h3,xgboost,local,2.0
China,France,1.177377777412821,0.972804815978372,extreme_abs_151_h3,xgboost,local,2.0
China,South Africa,1.1804124252598425,0.9713298752226048,extreme_abs_151_h3,xgboost,local,2.0
China,Vietnam,1.3111608618478474,0.9098610719033132,extreme_abs_151_h3,xgboost,local,2.0
China,Egypt,1.380541666610411,0.8788388233643999,extreme_abs_151_h3,xgboost,local,2.0
China,Australia,1.5402657896459395,0.8113823968244638,extreme_abs_151_h3,xgboost,local,2.0
China,Bangladesh,1.755220015267408,0.7287001590255155,extreme_abs_151_h3,xgboost,local,2.0
China,Pakistan,1.808425951450428,0.7095701575630126,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Turkey,1.136914815064486,1.2392759099612378,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Saudi Arabia,1.1702376878648035,1.2187988554818496,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Thailand,1.3644490660439188,1.1060113220538503,extreme_abs_151_h3,xgboost,local,2.0
Egypt,China,1.380541666610411,1.0971477302218735,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Mexico,1.403119816913423,1.0848315967217863,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Ethiopia,1.4213597771562214,1.0749829321996212,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Nigeria,1.4743578311847985,1.046871044269261,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Russia,1.4855263043897888,1.0410413609804108,extreme_abs_151_h3,xgboost,local,2.0
Egypt,India,1.5067579190734472,1.0300483197000734,extreme_abs_151_h3,xgboost,local,2.0
Egypt,France,1.538169386459627,1.0139970336581512,extreme_abs_151_h3,xgboost,local,2.0
Egypt,South Korea,1.5657295736363894,1.0001198933765292,extreme_abs_151_h3,xgboost,local,2.0
Egypt,United Kingdom,1.5723400706729675,0.9968197055557412,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Germany,1.6150465042221342,0.9757600442450326,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Pakistan,1.6169843875570078,0.9748150475780007,extreme_abs_151_h3,xgboost,local,2.0
Egypt,South Africa,1.6354854699677617,0.9658390611867956,extreme_abs_151_h3,xgboost,local,2.0
Egypt,United States,1.6806855599210937,0.944255864223452,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Philippines,1.6849134716285423,0.942261857375657,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Vietnam,1.6877117561894068,0.9409444208272704,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Australia,1.7719151856422983,0.9021514035793846,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Japan,1.869231879793504,0.8593050765654473,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Indonesia,1.873550860523064,0.8574514177317557,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Bangladesh,1.889072074107024,0.8508228286405874,extreme_abs_151_h3,xgboost,local,2.0
Egypt,Brazil,1.923152930778926,0.8364472738662354,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Mexico,0.5318297038572102,1.3103611091433134,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Russia,0.6591245971437487,1.229558680202739,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,China,0.6971670659163055,1.206391984416047,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Brazil,0.8334533639292256,1.1269230172232176,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Turkey,0.8765522020151557,1.1028982702710362,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Philippines,0.9004287108129546,1.0898098719073714,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Thailand,0.9047178108493616,1.0874752244056771,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,United Kingdom,0.9903181255403402,1.0419131017498209,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Germany,1.01278727753315,1.0302731571759036,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,South Korea,1.0144604045815353,1.0294116286445718,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Vietnam,1.044368295725716,1.0141323903555883,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Indonesia,1.0444272180892806,1.014102513256994,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Japan,1.06975560453935,1.0013407026598125,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,United States,1.0973130537622289,0.9876381236958882,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Nigeria,1.1022246651441416,0.9852156521483068,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Saudi Arabia,1.1027222678377335,0.9849705596581028,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,France,1.1706671965855588,0.952070691374014,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,India,1.1908264732743048,0.942522365802608,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,South Africa,1.2272374962432897,0.9255185155874516,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Egypt,1.4213597771562214,0.8399085336479194,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Australia,1.5021414622371154,0.8066599103543339,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Pakistan,1.933974085684816,0.6500087622151967,extreme_abs_151_h3,xgboost,local,2.0
Ethiopia,Bangladesh,1.9622137674897964,0.6408952341040894,extreme_abs_151_h3,xgboost,local,2.0
France,United Kingdom,0.406012609056984,1.3713146773363951,extreme_abs_151_h3,xgboost,local,2.0
France,Germany,0.4077123805024065,1.3701497116847416,extreme_abs_151_h3,xgboost,local,2.0
France,United States,0.4112270599316971,1.367744007620152,extreme_abs_151_h3,xgboost,local,2.0
France,South Africa,0.5047514843855468,1.305257658213288,extreme_abs_151_h3,xgboost,local,2.0
France,Thailand,0.5095174316829632,1.3021509666611717,extreme_abs_151_h3,xgboost,local,2.0
France,Australia,0.6290274453150737,1.226620074522604,extreme_abs_151_h3,xgboost,local,2.0
France,South Korea,0.7238010685349808,1.1698501555816334,extreme_abs_151_h3,xgboost,local,2.0
France,Japan,0.7742888849691646,1.1406881951694885,extreme_abs_151_h3,xgboost,local,2.0
France,Turkey,0.7817358979221979,1.1364487330176465,extreme_abs_151_h3,xgboost,local,2.0
France,Philippines,0.8911352913162208,1.0759549115144842,extreme_abs_151_h3,xgboost,local,2.0
France,Saudi Arabia,0.9309079307775048,1.054769476467338,extreme_abs_151_h3,xgboost,local,2.0
France,Indonesia,1.0528437127368224,0.992383500017272,extreme_abs_151_h3,xgboost,local,2.0
France,Ethiopia,1.1706671965855588,0.9356092144910604,extreme_abs_151_h3,xgboost,local,2.0
France,China,1.177377777412821,0.9324752345094562,extreme_abs_151_h3,xgboost,local,2.0
France,Russia,1.1840910312219597,0.929350510250057,extreme_abs_151_h3,xgboost,local,2.0
France,Mexico,1.2306742193184974,0.9079545951827592,extreme_abs_151_h3,xgboost,local,2.0
France,Brazil,1.3294831431410288,0.864187630479837,extreme_abs_151_h3,xgboost,local,2.0
France,Vietnam,1.3581317110482074,0.8518969988740416,extreme_abs_151_h3,xgboost,local,2.0
France,Egypt,1.538169386459627,0.7785605674769669,extreme_abs_151_h3,xgboost,local,2.0
France,India,1.7019521700393256,0.7173439241722637,extreme_abs_151_h3,xgboost,local,2.0
France,Nigeria,1.914706015517184,0.6449536630266077,extreme_abs_151_h3,xgboost,local,2.0
France,Pakistan,2.574270498585913,0.4637734749190052,extreme_abs_151_h3,xgboost,local,2.0
France,Bangladesh,2.5881674816722,0.4605621188117293,extreme_abs_151_h3,xgboost,local,2.0
Germany,United Kingdom,0.072809756257476,1.5676133634484877,extreme_abs_151_h3,xgboost,local,2.0
Germany,Thailand,0.3646699533048578,1.3547598600437114,extreme_abs_151_h3,xgboost,local,2.0
Germany,France,0.4077123805024065,1.325915282183608,extreme_abs_151_h3,xgboost,local,2.0
Germany,South Africa,0.5338569516836945,1.2448695114906427,extreme_abs_151_h3,xgboost,local,2.0
Germany,United States,0.5509713228446906,1.2342623803779125,extreme_abs_151_h3,xgboost,local,2.0
Germany,Australia,0.6202830968156856,1.1922206276304232,extreme_abs_151_h3,xgboost,local,2.0
Germany,Turkey,0.649046783567134,1.1751970062485495,extreme_abs_151_h3,xgboost,local,2.0
Germany,Philippines,0.6741198762063109,1.160556059750229,extreme_abs_151_h3,xgboost,local,2.0
Germany,South Korea,0.7544999052504555,1.1148381501867772,extreme_abs_151_h3,xgboost,local,2.0
Germany,Japan,0.8230711407244093,1.0772630588719314,extreme_abs_151_h3,xgboost,local,2.0
Germany,Indonesia,0.9718324715464308,1.000042955367225,extreme_abs_151_h3,xgboost,local,2.0
Germany,Saudi Arabia,1.0049234528835218,0.9836328846743017,extreme_abs_151_h3,xgboost,local,2.0
Germany,Ethiopia,1.01278727753315,0.9797729199063792,extreme_abs_151_h3,xgboost,local,2.0
Germany,Mexico,1.1055609609856902,0.9353623447486976,extreme_abs_151_h3,xgboost,local,2.0
Germany,Russia,1.1068280561542816,0.934769935874162,extreme_abs_151_h3,xgboost,local,2.0
Germany,Brazil,1.1147477733698157,0.9310756982539125,extreme_abs_151_h3,xgboost,local,2.0
Germany,China,1.1636795465455072,0.9085725085440578,extreme_abs_151_h3,xgboost,local,2.0
Germany,Vietnam,1.16838110207191,0.906439164985448,extreme_abs_151_h3,xgboost,local,2.0
Germany,Egypt,1.6150465042221342,0.7250141827585758,extreme_abs_151_h3,xgboost,local,2.0
