split_name,target,held_out_country,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
leave_one_country_out,extreme_abs_151_h1,Australia,majority_class,baseline,validation,47877,6516,0.13609875305470268,0.8639012469452974,0.5,0.0,0.0,0.0,0.4634908895313656,41361,0,6516,0,0.0,1.0,0.5,0.13609875305470268
leave_one_country_out,extreme_abs_151_h1,Australia,majority_class,baseline,test,10439,1,9.579461634256155e-05,0.9999042053836574,0.5,0.0,0.0,0.0,0.49997605019878333,10438,0,1,0,0.0,1.0,0.5,9.579461634256155e-05
