split_name,target,held_out_country,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
leave_one_country_out,extreme_abs_151_h3,United States,logistic_regression,linear,validation,44627,6402,0.14345575548434805,0.8736863333856185,0.8531828857438886,0.5390664896333367,0.8244298656669791,0.6518866176743037,0.7873659556665136,33712,4513,1124,5278,0.11806409417920209,0.17557013433302093,0.9304973163839212,0.7497841507231061
leave_one_country_out,extreme_abs_151_h3,United States,logistic_regression,linear,test,27495,35,0.0012729587197672304,0.9973086015639208,0.4992898761835397,0.0,0.0,0.0,0.4993262437176779,27421,39,35,0,0.0014202476329206119,1.0,0.5207345749661846,0.0012617713151887474
