split_name,target,held_out_country,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
leave_one_country_out,extreme_abs_151_h3,Ethiopia,random_forest,ensemble,validation,47250,6288,0.13307936507936508,0.9283809523809524,0.9115090401232049,0.6755743651753325,0.8885178117048346,0.767550487704355,0.8626098989771431,38279,2683,701,5587,0.06549973145842489,0.11148218829516539,0.9751519821542538,0.8753455860372654
leave_one_country_out,extreme_abs_151_h3,Ethiopia,random_forest,ensemble,test,10011,797,0.07961242633103587,0.8997103186494856,0.683616783580929,0.3833145434047351,0.42659974905897113,0.40380047505938244,0.6745253874915191,8667,547,457,340,0.05936618189711309,0.5734002509410289,0.8488769340420542,0.3990595310441834
