split_name,target,held_out_country,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
leave_one_country_out,extreme_abs_151_h1,Vietnam,majority_class,baseline,validation,47813,6390,0.13364566122184343,0.8663543387781566,0.5,0.0,0.0,0.0,0.46419606436864047,41423,0,6390,0,0.0,1.0,0.5,0.13364566122184343
leave_one_country_out,extreme_abs_151_h1,Vietnam,majority_class,baseline,test,10868,838,0.0771071034228929,0.9228928965771072,0.5,0.0,0.0,0.0,0.4799502344721983,10030,0,838,0,0.0,1.0,0.5,0.0771071034228929
