split_name,target,held_out_country,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
leave_one_country_out,extreme_abs_151_h3,South Africa,random_forest,ensemble,validation,47165,6398,0.13565143644651753,0.9229725431994064,0.9049084136012069,0.6627044839355066,0.8801187871209754,0.7560926485397784,0.8551785707607308,37901,2866,767,5631,0.07030195991856159,0.1198812128790247,0.9726534763432286,0.8687405131291193
leave_one_country_out,extreme_abs_151_h3,South Africa,random_forest,ensemble,test,10575,61,0.005768321513002364,0.9942316784869977,0.5,0.0,0.0,0.0,0.4985537483996396,10514,0,61,0,0.0,1.0,0.8465262553909386,0.020729012848830698
