split_name,target,held_out_country,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
leave_one_country_out,extreme_abs_151_h1,Ethiopia,majority_class,baseline,validation,47920,6392,0.1333889816360601,0.8666110183639399,0.5,0.0,0.0,0.0,0.46426974331455145,41528,0,6392,0,0.0,1.0,0.5,0.1333889816360601
leave_one_country_out,extreme_abs_151_h1,Ethiopia,majority_class,baseline,test,10153,828,0.08155225056633507,0.9184477494336649,0.5,0.0,0.0,0.0,0.47874525105246946,9325,0,828,0,0.0,1.0,0.5,0.08155225056633507
