split_name,target,held_out_country,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
leave_one_country_out,extreme_abs_151_h3,Bangladesh,random_forest,ensemble,validation,47144,5308,0.11259120991006279,0.9280290174783642,0.9088675048866666,0.6281622272788114,0.88413715146948,0.7344862665310274,0.8464294807854196,39058,2778,615,4693,0.06640214169614686,0.11586284853051997,0.9739440061032806,0.8480471045317101
leave_one_country_out,extreme_abs_151_h3,Bangladesh,random_forest,ensemble,test,10716,7331,0.6841172079134005,0.7769690182904069,0.6723346578450065,0.7719916327204668,0.9564861546855817,0.8543925916900207,0.6890536095157955,1314,2071,319,7012,0.6118168389955687,0.04351384531441822,0.8633485570573314,0.9315886633233744
