split_name,target,held_out_country,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
leave_one_country_out,extreme_abs_151_h1,Vietnam,decision_tree,tree,validation,47813,6390,0.13364566122184343,0.8965971597682638,0.9050508424912078,0.5704129333852747,0.9165884194053208,0.7032056669468123,0.8202990142048416,37012,4411,533,5857,0.10648673442290515,0.08341158059467918,0.9585417342213509,0.8331483440999015
leave_one_country_out,extreme_abs_151_h1,Vietnam,decision_tree,tree,test,10868,838,0.0771071034228929,0.7856091277143908,0.6913719462138643,0.19724025974025974,0.5799522673031027,0.2943670502725621,0.5839850874667574,8052,1978,352,486,0.19720837487537388,0.4200477326968974,0.758035559193541,0.305750171621867
