target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,South Africa,0.2888704954103003,1.0,11.615566002581614,1.2333603217724514,validation,47834,6507,0.1360329472759961,0.9211439561817952,0.8913703031780822,0.6641065642625705,0.8504687259873982,0.745822102425876,0.8495775529202672,38528,2799,973,5534,0.0677281196312338,0.1495312740126018,0.9687646464843552,0.8404252987641128
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,South Africa,0.2888704954103003,1.0,11.615566002581614,1.2333603217724514,test,10725,61,0.0056876456876456,0.9943123543123544,0.5,0.0,0.0,0.0,0.4985740333816447,10664,0,61,0,0.0,1.0,0.9528288834503708,0.1578912412589283
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,South Korea,0.2880759543962971,1.0,11.65399345355211,1.223596594054638,validation,47555,6497,0.1366207549153611,0.9204500052570708,0.8888264193069155,0.664087061668682,0.8453132214868401,0.7438206812487302,0.8483675304231031,38280,2778,1005,5492,0.0676603828730089,0.1546867785131599,0.9689284212928216,0.8409722484087662
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,South Korea,0.2880759543962971,1.0,11.65399345355211,1.223596594054638,test,12584,130,0.0103305785123966,0.9811665607120152,0.5642123012686687,0.1258741258741259,0.1384615384615384,0.1318681318681318,0.5611740739678077,12329,125,112,18,0.010036935924201,0.8615384615384616,0.8816950995046385,0.07386306715989
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Thailand,0.2892009464173336,1.0,11.611367188842337,1.2378569634652523,validation,47963,6508,0.1356879261097095,0.9216270875466506,0.8917726840302023,0.6651051051051051,0.85079901659496,0.7465785747994337,0.8501121944323831,38667,2788,971,5537,0.0672536485345555,0.1492009834050399,0.9697209198264984,0.8437028408925412
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Thailand,0.2892009464173336,1.0,11.611367188842337,1.2378569634652523,test,9867,51,0.005168744299179,0.9359481098611532,0.7434890215254806,0.0439560439560439,0.5490196078431373,0.0813953488372093,0.5241062641487317,9207,609,23,28,0.062041564792176,0.4509803921568627,0.9471171516691436,0.0698676007298723
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Turkey,0.2945320491524287,1.0,11.852879045064206,1.176094330154399,validation,47855,6424,0.1342388465155156,0.92638177828858,0.8936258402806473,0.6811992504684572,0.8488480697384807,0.7558389354771641,0.8562477363376396,38879,2552,971,5453,0.0615963891771861,0.1511519302615193,0.9716991026025268,0.8502434165267417
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Turkey,0.2945320491524287,1.0,11.852879045064206,1.176094330154399,test,10582,611,0.0577395577395577,0.9066339066339066,0.6524004720071186,0.2709599027946537,0.3649754500818331,0.3110181311018131,0.6304710523730048,9371,600,388,223,0.060174506067596,0.6350245499181669,0.850235076156205,0.2653168231374994
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,United Kingdom,0.2881559781132238,1.0,11.586717052548469,1.241253263606419,validation,47877,6516,0.1360987530547026,0.920066002464649,0.8909658213983751,0.6600404713724557,0.8509821976672806,0.7434470738084065,0.8480524456959694,38505,2856,971,5545,0.0690505548705302,0.1490178023327194,0.9690183966743936,0.8420232738416027
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,United Kingdom,0.2881559781132238,1.0,11.586717052548469,1.241253263606419,test,10439,1,9.579461634256155e-05,0.9999042053836574,0.5,0.0,0.0,0.0,0.4999760501987833,10438,0,1,0,0.0,1.0,0.927668135658172,0.0013227513227513
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,United States,0.3741802663337225,1.0,11.57687220087374,1.2050040831915338,validation,45260,6511,0.1438577110030932,0.9164162615996464,0.8902351963034789,0.662652039112807,0.8534787283059437,0.7460562529368329,0.8480158947399741,35920,2829,954,5557,0.0730083356989857,0.1465212716940562,0.967117421739024,0.8409496743528985
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,United States,0.3741802663337225,1.0,11.57687220087374,1.2050040831915338,test,27885,35,0.0012551551013089,0.998422090729783,0.4998384201077199,0.0,0.0,0.0,0.4996052112120016,27841,9,35,0,0.0003231597845601,1.0,0.9525150038471402,0.0408063458115172
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Vietnam,0.2956108754221565,1.0,11.88592832868468,1.1897073479231224,validation,47813,6390,0.1336456612218434,0.9255850919206072,0.8927952959989833,0.6768673494878841,0.8480438184663537,0.7528480133370381,0.8545232310929928,38836,2587,971,5419,0.0624532264683871,0.1519561815336463,0.9712692388468042,0.8485138952662398
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Vietnam,0.2956108754221565,1.0,11.88592832868468,1.1897073479231224,test,10868,838,0.0771071034228929,0.8223224144276776,0.7735984171590241,0.2616659398168338,0.7159904534606205,0.3832641328648994,0.6397374144571742,8337,1693,238,600,0.1687936191425723,0.2840095465393795,0.8530089921167285,0.4300058331835155
