split_name,target,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
random_split,extreme_abs_201_h3,majority_class,baseline,train,227503,9439,0.04148956277499637,0.9585104372250036,0.5,0.0,0.0,0.0,0.48940787805201014,218064,0,9439,0,0.0,1.0,0.5,0.04148956277499637
random_split,extreme_abs_201_h3,majority_class,baseline,validation,48751,2023,0.04149658468544235,0.9585034153145576,0.5,0.0,0.0,0.0,0.48940604740309385,46728,0,2023,0,0.0,1.0,0.5,0.04149658468544235
random_split,extreme_abs_201_h3,majority_class,baseline,test,48751,2023,0.04149658468544235,0.9585034153145576,0.5,0.0,0.0,0.0,0.48940604740309385,46728,0,2023,0,0.0,1.0,0.5,0.04149658468544235
random_split,extreme_abs_201_h3,logistic_regression,linear,train,227503,9439,0.04148956277499637,0.9214427941609561,0.9267894827242449,0.338069818349399,0.9326199809301833,0.49625119792547495,0.726825471200109,200828,17236,636,8803,0.07904101548169344,0.06738001906981672,0.9738542551544773,0.6061910098559733
random_split,extreme_abs_201_h3,logistic_regression,linear,validation,48751,2023,0.04149658468544235,0.9195093433980841,0.9251447391549146,0.3323337449285588,0.9312901631240732,0.48985959438377535,0.7230836776060954,42943,3785,139,1884,0.08100068481424413,0.06870983687592684,0.9738612762848876,0.6010921246456077
random_split,extreme_abs_201_h3,logistic_regression,linear,test,48751,2023,0.04149658468544235,0.9224836413612029,0.9226764945381155,0.3400728597449909,0.9228868017795353,0.49700519100226276,0.7275055847553735,43105,3623,156,1867,0.07753381270330423,0.07711319822046465,0.9727074082903653,0.5786058196835512
random_split,extreme_abs_201_h3,decision_tree,tree,train,227503,9439,0.04148956277499637,0.9437721700373182,0.9640302374637675,0.423687923892758,0.9861214111664371,0.5927152317880795,0.7812583944623994,205403,12661,131,9308,0.05806093623890234,0.013878588833562877,0.9892313776638594,0.76529555232085
random_split,extreme_abs_201_h3,decision_tree,tree,validation,48751,2023,0.04149658468544235,0.9386063875612808,0.9414909978916489,0.39878964941569284,0.9446366782006921,0.5608217168011739,0.7639090444691524,43847,2881,112,1911,0.06165468241739428,0.05536332179930796,0.9651349353602888,0.7223997847212253
random_split,extreme_abs_201_h3,decision_tree,tree,test,48751,2023,0.04149658468544235,0.9395704703493262,0.9438855680645019,0.4030665826507036,0.9485912011863569,0.5657429245283019,0.7666343318159488,43886,2842,104,1919,0.06082006505735319,0.0514087988136431,0.9687558737504488,0.7050622308360044
random_split,extreme_abs_201_h3,random_forest,ensemble,train,227503,9439,0.04148956277499637,0.9698421559276141,0.9805688269214552,0.5797944781478271,0.9922661298866405,0.7319188840698628,0.8579706294000089,211276,6788,73,9366,0.031128476043730282,0.007733870113359466,0.9953594176208475,0.9002001244073286
random_split,extreme_abs_201_h3,random_forest,ensemble,validation,48751,2023,0.04149658468544235,0.9635494656519866,0.9429160527923064,0.535365152386429,0.9204152249134948,0.6769678240319942,0.8288264082932115,45112,1616,161,1862,0.03458311932888204,0.07958477508650519,0.9891866131932696,0.8143496948180017
random_split,extreme_abs_201_h3,random_forest,ensemble,test,48751,2023,0.04149658468544235,0.964800722036471,0.9445145962249064,0.5448175182481751,0.9223924864063272,0.6850220264317181,0.833190397055779,45169,1559,157,1866,0.033363293956514294,0.07760751359367277,0.9893188294381774,0.8071923442003702
