target,split_name,feature_set,n_features,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,random_split,aqi_pollutants_meteorology,57,random_forest,ensemble,test,49443,6516,0.1317881196529337,0.9176627631818458,0.9051993102685224,0.6338845690504874,0.8882750153468385,0.7398223301591359,0.8454574835120334,39584,3343,728,5788,0.0778763948097933,0.1117249846531614,0.970535904008694,0.8630749106379537
extreme_abs_151_h1,temporal_split,all_features,64,logistic_regression,linear,train,221280,28930,0.1307393347794649,0.902517172812726,0.8934305981892418,0.584347706485111,0.8811268579329415,0.7026863120753105,0.8221937075137085,174218,18132,3439,25491,0.094265661554458,0.1188731420670584,0.9588025750961128,0.8164265229196311
extreme_abs_151_h1,temporal_split,all_features,64,logistic_regression,linear,validation,55320,7449,0.1346529284164859,0.9068510484454084,0.8997020099316618,0.6047254150702427,0.8899181098133978,0.7201129759382977,0.8321205892821849,43538,4333,820,6629,0.0905140899500741,0.1100818901866022,0.9618503748378968,0.8340036267417223
extreme_abs_151_h1,temporal_split,all_features,64,logistic_regression,linear,test,53015,7061,0.1331887201735357,0.910440441384514,0.9004547317463335,0.6132602095779062,0.8868432233394703,0.7251042149143122,0.835805222669306,42005,3949,799,6262,0.0859337598468033,0.1131567766605296,0.9616528654662186,0.8313587565215789
extreme_abs_151_h1,temporal_split,all_features,64,random_forest,ensemble,train,221280,28930,0.1307393347794649,0.9370526030368764,0.9471706523216812,0.6847641335139796,0.9608710680954028,0.7996548004314995,0.881157570307028,179553,12797,1132,27798,0.0665297634520405,0.0391289319045973,0.9876988352711038,0.9266090216904472
extreme_abs_151_h1,temporal_split,all_features,64,random_forest,ensemble,validation,55320,7449,0.1346529284164859,0.9235538684020246,0.9157009239145883,0.6568894952251023,0.9049536850583972,0.7612218395347524,0.8578569893473782,44350,3521,708,6741,0.0735518372292202,0.0950463149416029,0.9767699516678038,0.8863026916363854
extreme_abs_151_h1,temporal_split,all_features,64,random_forest,ensemble,test,53015,7061,0.1331887201735357,0.9231915495614448,0.9139228805352584,0.6534551802033063,0.9012887692961336,0.7576190476190476,0.8559920857281611,42579,3375,697,6364,0.0734430082256169,0.0987112307038663,0.976088907019986,0.8796906940585698
extreme_abs_151_h1,temporal_split,aqi_history,22,logistic_regression,linear,train,221280,28930,0.1307393347794649,0.8969043745480839,0.8849306712841184,0.5692799057693615,0.8687175941928794,0.6878224338711223,0.8130397018726219,173335,19015,3798,25132,0.0988562516246425,0.1312824058071206,0.9486794684084124,0.7857332327887562
extreme_abs_151_h1,temporal_split,aqi_history,22,logistic_regression,linear,validation,55320,7449,0.1346529284164859,0.9043926247288504,0.8927837241267609,0.599046221570066,0.8768962276815679,0.7118182313518225,0.8272539421411773,43499,4372,917,6532,0.0913287794280462,0.123103772318432,0.9542000881070836,0.8109465800675343
extreme_abs_151_h1,temporal_split,aqi_history,22,logistic_regression,linear,test,53015,7061,0.1331887201735357,0.9078562670942186,0.8917723841955537,0.6076375148397309,0.8698484633904546,0.7154755664278641,0.8302510342464435,41988,3966,919,6142,0.0863036949993471,0.1301515366095454,0.9549585730382883,0.8069702733167514
extreme_abs_151_h1,temporal_split,aqi_history,22,random_forest,ensemble,train,221280,28930,0.1307393347794649,0.922026391901663,0.9242256601922966,0.6390927284856571,0.9272035948842032,0.7566500239767566,0.855112811524511,177202,15148,2106,26824,0.07875227449961,0.0727964051157967,0.9803024536606786,0.8927188303412252
extreme_abs_151_h1,temporal_split,aqi_history,22,random_forest,ensemble,validation,55320,7449,0.1346529284164859,0.9115509761388286,0.9029277468267792,0.6192164179104478,0.8911263256812995,0.730695140073752,0.8388906267789897,43789,4082,811,6638,0.0852708320277412,0.1088736743187005,0.9673057146222102,0.8604289495514782
extreme_abs_151_h1,temporal_split,aqi_history,22,random_forest,ensemble,test,53015,7061,0.1331887201735357,0.9133075544657172,0.9041462153273512,0.6217043546953688,0.8916584053250248,0.7326041424249476,0.8404359268213075,42123,3831,765,6296,0.0833659746703225,0.1083415946749752,0.9672745210004374,0.8549459184239478
extreme_abs_151_h1,temporal_split,aqi_pollutants,51,logistic_regression,linear,train,221280,28930,0.1307393347794649,0.9040672451193058,0.8940725796633071,0.5890486981454932,0.8805392326304874,0.7058856129461317,0.8242860610412978,174578,17772,3456,25474,0.0923940733038731,0.1194607673695126,0.9557618526689424,0.8120810910079679
extreme_abs_151_h1,temporal_split,aqi_pollutants,51,logistic_regression,linear,validation,55320,7449,0.1346529284164859,0.9064895155459148,0.8988696531580926,0.6038321167883212,0.8884414015304067,0.7189961431908306,0.8314543552744387,43529,4342,831,6618,0.0907020952142215,0.1115585984695932,0.9596392482942626,0.8308009490934087
