target,model,model_family,held_out_country,criterion,selected_threshold,part,validation_threshold,validation_rows,validation_events,validation_event_rate,validation_accuracy,validation_balanced_accuracy,validation_precision,validation_recall,validation_f1,validation_macro_f1,validation_tn,validation_fp,validation_fn,validation_tp,validation_false_alarm_rate,validation_missed_event_rate,validation_roc_auc,validation_pr_auc,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,random_forest,ensemble,Vietnam,f1,0.67,test_default_threshold,,,,,,,,,,,,,,,,,,,10868.0,838.0,0.0771071034228929,0.8986934118513066,0.7001445544036149,0.37392138063279,0.4653937947494033,0.4146730462519936,0.679610509527407,9377.0,653.0,448.0,390.0,0.0651046859421734,0.5346062052505967,0.807112909481579,0.371725966142692
extreme_abs_151_h1,xgboost,boosting,Australia,f1,0.39,validation_selected,0.39,47877.0,6516.0,0.1360987530547026,0.945297324393759,0.8921873293419753,0.7874317745980233,0.8192142418661755,0.8030086498683716,0.8856237054748182,39920.0,1441.0,1178.0,5338.0,0.0348395831822248,0.1807857581338244,0.9783089536738382,0.8931910609166298,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Australia,f1,0.39,test_calibrated,,,,,,,,,,,,,,,,,,,10439.0,1.0,9.579461634256155e-05,0.9999042053836574,0.5,0.0,0.0,0.0,0.4999760501987833,10438.0,0.0,1.0,0.0,0.0,1.0,0.3767963211343169,0.0001537042729787
extreme_abs_151_h1,xgboost,boosting,Australia,f1,0.39,test_default_threshold,,,,,,,,,,,,,,,,,,,10439.0,1.0,9.579461634256155e-05,0.9999042053836574,0.5,0.0,0.0,0.0,0.4999760501987833,10438.0,0.0,1.0,0.0,0.0,1.0,0.3767963211343169,0.0001537042729787
extreme_abs_151_h1,xgboost,boosting,Bangladesh,f1,0.34,validation_selected,0.34,47813.0,5396.0,0.11285633614289,0.947524731767511,0.8907641925495521,0.7432181971356361,0.8174573758339511,0.7785720589533139,0.8744037707424497,40893.0,1524.0,985.0,4411.0,0.0359289907348468,0.1825426241660489,0.9771396375318628,0.8680343731319483,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Bangladesh,f1,0.34,test_calibrated,,,,,,,,,,,,,,,,,,,10868.0,7466.0,0.686970923813029,0.8446816341553184,0.8067920841382757,0.8712413261372398,0.9081167961425128,0.8892969569779643,0.814562165295394,2400.0,1002.0,686.0,6780.0,0.2945326278659612,0.0918832038574872,0.9175917106796352,0.9612604717100018
extreme_abs_151_h1,xgboost,boosting,Bangladesh,f1,0.34,test_default_threshold,,,,,,,,,,,,,,,,,,,10868.0,7466.0,0.686970923813029,0.8312476996687523,0.8303753027835535,0.9139958835636578,0.832708277524779,0.8714606111578357,0.8129397324669736,2817.0,585.0,1249.0,6217.0,0.1719576719576719,0.167291722475221,0.9175917106796352,0.9612604717100018
extreme_abs_151_h1,xgboost,boosting,Brazil,f1,0.37,validation_selected,0.37,47577.0,6346.0,0.1333837778758644,0.9448473001660466,0.8942500255090804,0.775622037914692,0.8252442483454144,0.7996640708505115,0.8838429547973918,39716.0,1515.0,1109.0,5237.0,0.0367441973272537,0.1747557516545855,0.9783890335284596,0.8885747952774817,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Brazil,f1,0.37,test_calibrated,,,,,,,,,,,,,,,,,,,12441.0,1135.0,0.0912306084719877,0.9006510730648661,0.5486381251699811,0.3631436314363143,0.1180616740088105,0.1781914893617021,0.562660634748436,11071.0,235.0,1001.0,134.0,0.0207854236688483,0.8819383259911894,0.8249836155766186,0.306085510065472
extreme_abs_151_h1,xgboost,boosting,Brazil,f1,0.37,test_default_threshold,,,,,,,,,,,,,,,,,,,12441.0,1135.0,0.0912306084719877,0.9032232135680412,0.5124043917268208,0.2653061224489796,0.0343612334801762,0.0608424336973478,0.5049127422724028,11198.0,108.0,1096.0,39.0,0.0095524500265345,0.9656387665198238,0.8249836155766186,0.306085510065472
extreme_abs_151_h1,xgboost,boosting,China,f1,0.39,validation_selected,0.39,46161.0,6175.0,0.1337709321721799,0.9472715062498646,0.8941818685122789,0.7919463087248322,0.8217004048582996,0.806549038308695,0.8880124173233969,38653.0,1333.0,1101.0,5074.0,0.0333366678337418,0.1782995951417004,0.979133004243793,0.8969952861680928,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,China,f1,0.39,test_calibrated,,,,,,,,,,,,,,,,,,,21879.0,2273.0,0.1038895744778097,0.8085378673613968,0.8661389603970772,0.3450840879689521,0.9388473383194016,0.5046706870048481,0.6930027466921354,15556.0,4050.0,139.0,2134.0,0.2065694175252473,0.0611526616805983,0.9402884425469472,0.645131707714394
extreme_abs_151_h1,xgboost,boosting,China,f1,0.39,test_default_threshold,,,,,,,,,,,,,,,,,,,21879.0,2273.0,0.1038895744778097,0.848302024772613,0.8655729148878755,0.3970472440944882,0.8873735151781786,0.5486196110431116,0.7287254077739937,16543.0,3063.0,256.0,2017.0,0.1562276854024278,0.1126264848218213,0.9402884425469472,0.645131707714394
extreme_abs_151_h1,xgboost,boosting,Egypt,f1,0.36,validation_selected,0.36,47169.0,5761.0,0.1221353007271725,0.9538680065297124,0.9056590395277686,0.7931316434995912,0.8418677312966499,0.8167733243516335,0.8951927061718392,40143.0,1265.0,911.0,4850.0,0.0305496522411128,0.1581322687033501,0.9832948663057594,0.908954037588202,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Egypt,f1,0.36,test_calibrated,,,,,,,,,,,,,,,,,,,15158.0,5032.0,0.3319699168755772,0.6316136693495185,0.6077062557090673,0.4536290322580645,0.5365659777424483,0.4916241806263656,0.601388336950882,6874.0,3252.0,2332.0,2700.0,0.3211534663243136,0.4634340222575516,0.6418539949890522,0.42391247301328
extreme_abs_151_h1,xgboost,boosting,Egypt,f1,0.36,test_default_threshold,,,,,,,,,,,,,,,,,,,15158.0,5032.0,0.3319699168755772,0.65114131151867,0.5876316519956655,0.4700093720712277,0.3986486486486486,0.4313978494623656,0.5898900172321344,7864.0,2262.0,3026.0,2006.0,0.2233853446573178,0.6013513513513513,0.6418539949890522,0.42391247301328
extreme_abs_151_h1,xgboost,boosting,Ethiopia,f1,0.37,validation_selected,0.37,47920.0,6392.0,0.1333889816360601,0.9459724540901504,0.8983436752355394,0.7775507225222595,0.8333854818523154,0.8045004908253417,0.8865777633612646,40004.0,1524.0,1065.0,5327.0,0.0366981313812367,0.1666145181476846,0.978877387926996,0.89276203851995,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Ethiopia,f1,0.37,test_calibrated,,,,,,,,,,,,,,,,,,,10153.0,828.0,0.081552250566335,0.9225844577957254,0.6568709769333385,0.5403846153846154,0.3393719806763285,0.4169139465875371,0.6877269384799696,9086.0,239.0,547.0,281.0,0.0256300268096514,0.6606280193236715,0.915239085104454,0.5063698624906222
extreme_abs_151_h1,xgboost,boosting,Ethiopia,f1,0.37,test_default_threshold,,,,,,,,,,,,,,,,,,,10153.0,828.0,0.081552250566335,0.924554318920516,0.6029188198572742,0.6033333333333334,0.2185990338164251,0.3209219858156028,0.6404901930329447,9206.0,119.0,647.0,181.0,0.0127613941018766,0.7814009661835749,0.915239085104454,0.5063698624906222
extreme_abs_151_h1,xgboost,boosting,France,f1,0.35,validation_selected,0.35,47705.0,6516.0,0.1365894560318624,0.9430877266533906,0.8995403657436774,0.7661391961910097,0.8396255371393493,0.8012008493812697,0.8839955294574324,39519.0,1670.0,1045.0,5471.0,0.0405448056519944,0.1603744628606507,0.978040320532932,0.8906238278447683,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,France,f1,0.35,test_calibrated,,,,,,,,,,,,,,,,,,,11583.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11583.0,0.0,0.0,0.0,0.0,0.0,,
extreme_abs_151_h1,xgboost,boosting,France,f1,0.35,test_default_threshold,,,,,,,,,,,,,,,,,,,11583.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,11583.0,0.0,0.0,0.0,0.0,0.0,,
extreme_abs_151_h1,xgboost,boosting,Germany,f1,0.33,validation_selected,0.33,47877.0,6516.0,0.1360987530547026,0.942352277711636,0.902312953461956,0.7577545978589075,0.8472989564149785,0.8000289813070569,0.883175365311865,39596.0,1765.0,995.0,5521.0,0.0426730494910664,0.1527010435850214,0.9782398185056106,0.8927458690248018,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Germany,f1,0.33,test_calibrated,,,,,,,,,,,,,,,,,,,10439.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10439.0,0.0,0.0,0.0,0.0,0.0,,
extreme_abs_151_h1,xgboost,boosting,Germany,f1,0.33,test_default_threshold,,,,,,,,,,,,,,,,,,,10439.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10439.0,0.0,0.0,0.0,0.0,0.0,,
extreme_abs_151_h1,xgboost,boosting,India,f1,0.35,validation_selected,0.35,46375.0,5405.0,0.1165498652291105,0.9484851752021564,0.8900598167879432,0.7608094085091663,0.8138760407030527,0.7864485563600608,0.8785791572305803,39587.0,1383.0,1006.0,4399.0,0.0337564071271662,0.1861239592969472,0.9775616823934482,0.8781156444844582,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,India,f1,0.35,test_calibrated,,,,,,,,,,,,,,,,,,,20449.0,7406.0,0.3621692992322363,0.8660570199031737,0.8661148424303509,0.785793018983466,0.8663246016743181,0.8240960760387901,0.8579753093109022,11294.0,1749.0,990.0,6416.0,0.1340949168136165,0.1336753983256818,0.9475241524901462,0.9098797592433672
extreme_abs_151_h1,xgboost,boosting,India,f1,0.35,test_default_threshold,,,,,,,,,,,,,,,,,,,20449.0,7406.0,0.3621692992322363,0.8699691916475133,0.854913536270657,0.8339665118896862,0.8002970564407237,0.8167849514228622,0.8580039974093656,11863.0,1180.0,1479.0,5927.0,0.0904699838994096,0.1997029435592762,0.9475241524901462,0.9098797592433672
extreme_abs_151_h1,xgboost,boosting,Indonesia,f1,0.4,validation_selected,0.4,47426.0,6281.0,0.1324379032598153,0.9485514274870324,0.8992532902643211,0.7904128232269771,0.8321923260627289,0.8107646967581821,0.890496675229429,39759.0,1386.0,1054.0,5227.0,0.0336857455340867,0.1678076739372711,0.9802734896210216,0.8978655014177769,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Indonesia,f1,0.4,test_calibrated,,,,,,,,,,,,,,,,,,,13442.0,1568.0,0.1166493081386698,0.8369290284183901,0.5628436379604899,0.2539432176656151,0.2053571428571428,0.2270803949224259,0.5679646818258172,10928.0,946.0,1246.0,322.0,0.079669866936163,0.7946428571428571,0.6838444827147635,0.2098567506433415
extreme_abs_151_h1,xgboost,boosting,Indonesia,f1,0.4,test_default_threshold,,,,,,,,,,,,,,,,,,,13442.0,1568.0,0.1166493081386698,0.8479392947478054,0.5308816553402563,0.2180094786729857,0.1173469387755102,0.1525704809286898,0.5345232267343678,11214.0,660.0,1384.0,184.0,0.0555836280949974,0.8826530612244898,0.6838444827147635,0.2098567506433415
extreme_abs_151_h1,xgboost,boosting,Japan,f1,0.37,validation_selected,0.37,46054.0,6516.0,0.1414860815564337,0.9422634298866548,0.8972230280302255,0.774832549522588,0.8344076120319214,0.8035173280130052,0.884838524012866,37958.0,1580.0,1079.0,5437.0,0.0399615559714704,0.1655923879680785,0.9773701165589632,0.8940998272619743,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Japan,f1,0.37,test_calibrated,,,,,,,,,,,,,,,,,,,22594.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22594.0,0.0,0.0,0.0,0.0,0.0,,
extreme_abs_151_h1,xgboost,boosting,Japan,f1,0.37,test_default_threshold,,,,,,,,,,,,,,,,,,,22594.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22594.0,0.0,0.0,0.0,0.0,0.0,,
extreme_abs_151_h1,xgboost,boosting,Mexico,f1,0.37,validation_selected,0.37,47555.0,6335.0,0.1332141730627694,0.9450530964146776,0.89729947340143,0.772793902081501,0.8322020520915548,0.8013984950976667,0.8847571831948744,39670.0,1550.0,1063.0,5272.0,0.0376031052886948,0.1677979479084451,0.9792288247136376,0.8928545493092345,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Mexico,f1,0.37,test_calibrated,,,,,,,,,,,,,,,,,,,12584.0,1206.0,0.0958359821996185,0.9157660521296884,0.8110895688546196,0.5487316421895861,0.681592039800995,0.6079881656804734,0.7804007779969319,10702.0,676.0,384.0,822.0,0.059412902091756,0.3184079601990049,0.8890100458625605,0.5926322972669542
extreme_abs_151_h1,xgboost,boosting,Mexico,f1,0.37,test_default_threshold,,,,,,,,,,,,,,,,,,,12584.0,1206.0,0.0958359821996185,0.9242689129052766,0.7720550146670992,0.6095238095238096,0.5837479270315091,0.5963574756459128,0.77728602944395,10927.0,451.0,502.0,704.0,0.0396378976973105,0.4162520729684908,0.8890100458625605,0.5926322972669542
extreme_abs_151_h1,xgboost,boosting,Nigeria,f1,0.36,validation_selected,0.36,47898.0,5913.0,0.1234498308906426,0.9465530919871392,0.8927940670265473,0.7635591888067914,0.8214104515474379,0.7914290369887568,0.8803892149815316,40481.0,1504.0,1056.0,4857.0,0.0358223174943432,0.1785895484525621,0.9783976064672094,0.8842511028761149,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Nigeria,f1,0.36,test_calibrated,,,,,,,,,,,,,,,,,,,10296.0,4021.0,0.3905400155400155,0.8405205905205905,0.8435697845276442,0.7633384990037636,0.8574981347923402,0.8076832981962989,0.8357314782005221,5206.0,1069.0,573.0,3448.0,0.1703585657370518,0.1425018652076597,0.9212135888180676,0.8860236767727272
extreme_abs_151_h1,xgboost,boosting,Nigeria,f1,0.36,test_default_threshold,,,,,,,,,,,,,,,,,,,10296.0,4021.0,0.3905400155400155,0.8471250971250971,0.8367943198605726,0.8134768127081732,0.7896045759761253,0.8013629480060576,0.8385564345334993,5547.0,728.0,846.0,3175.0,0.11601593625498,0.2103954240238746,0.9212135888180676,0.8860236767727272
extreme_abs_151_h1,xgboost,boosting,Pakistan,f1,0.4,validation_selected,0.4,47748.0,5126.0,0.1073552818966239,0.9468878277624194,0.8659040364504689,0.7476099426386233,0.7627779945376512,0.7551178061027424,0.8626657858326725,41302.0,1320.0,1216.0,3910.0,0.0309699216367134,0.2372220054623488,0.9747441042438356,0.8469811043878851,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Pakistan,f1,0.4,test_calibrated,,,,,,,,,,,,,,,,,,,11297.0,9269.0,0.8204833141542003,0.8365052668850137,0.7915449485602684,0.933933582787652,0.8616895026432193,0.8963582290556086,0.7546949326715294,1463.0,565.0,1282.0,7987.0,0.2785996055226824,0.1383104973567806,0.8961048982387687,0.9741075934702252
extreme_abs_151_h1,xgboost,boosting,Pakistan,f1,0.4,test_default_threshold,,,,,,,,,,,,,,,,,,,11297.0,9269.0,0.8204833141542003,0.7960520492166062,0.7925093570794294,0.9448205390215864,0.7980364656381487,0.865247397356416,0.7230167117786447,1596.0,432.0,1872.0,7397.0,0.2130177514792899,0.2019635343618513,0.8961048982387687,0.9741075934702252
extreme_abs_151_h1,xgboost,boosting,Philippines,f1,0.35,validation_selected,0.35,46397.0,6495.0,0.1399874991917581,0.9420005603810592,0.9031173237403154,0.7632161638527539,0.8491147036181679,0.8038772684206691,0.8849227122142044,38191.0,1711.0,980.0,5515.0,0.0428800561375369,0.1508852963818321,0.978540522818241,0.8939212008674114,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Philippines,f1,0.35,test_calibrated,,,,,,,,,,,,,,,,,,,20306.0,142.0,0.0069930069930069,0.984536590170393,0.5306982741519539,0.0520833333333333,0.0704225352112676,0.059880239520958,0.526042210231704,19982.0,182.0,132.0,10.0,0.0090259869073596,0.9295774647887324,0.8995179667570987,0.0508581025820805
extreme_abs_151_h1,xgboost,boosting,Philippines,f1,0.35,test_default_threshold,,,,,,,,,,,,,,,,,,,20306.0,142.0,0.0069930069930069,0.9907908992416036,0.5093731402499504,0.0588235294117647,0.0211267605633802,0.0310880829015544,0.5132307729384439,20116.0,48.0,139.0,3.0,0.0023804800634794,0.9788732394366196,0.8995179667570987,0.0508581025820805
extreme_abs_151_h1,xgboost,boosting,Russia,f1,0.38,validation_selected,0.38,47641.0,6331.0,0.1328897378308599,0.9446695073571084,0.895136604048711,0.7722918201915991,0.8276733533407045,0.7990240927111925,0.8834713482566259,39765.0,1545.0,1091.0,5240.0,0.0374001452432825,0.1723266466592955,0.9785406720765256,0.8897826614302435,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Russia,f1,0.38,test_calibrated,,,,,,,,,,,,,,,,,,,12012.0,1231.0,0.1024808524808524,0.9423909423909425,0.8412583258856199,0.7210828547990156,0.7140536149471974,0.7175510204081633,0.8427376868982506,10441.0,340.0,352.0,879.0,0.0315369631759577,0.2859463850528026,0.955695366528849,0.790890852305308
extreme_abs_151_h1,xgboost,boosting,Russia,f1,0.38,test_default_threshold,,,,,,,,,,,,,,,,,,,12012.0,1231.0,0.1024808524808524,0.9472194472194472,0.8166037507240187,0.7958374628344896,0.652315190901706,0.7169642857142857,0.843930178112376,10575.0,206.0,428.0,803.0,0.0191076894536684,0.3476848090982941,0.955695366528849,0.790890852305308
extreme_abs_151_h1,xgboost,boosting,Saudi Arabia,f1,0.34,validation_selected,0.34,47834.0,6496.0,0.1358029853242463,0.9420704937910273,0.9013490879108595,0.7565780410524866,0.8454433497536946,0.7985459832788077,0.8823587045299096,39571.0,1767.0,1004.0,5492.0,0.0427451739319754,0.1545566502463054,0.97815461587604,0.8894440410080552,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Saudi Arabia,f1,0.34,test_calibrated,,,,,,,,,,,,,,,,,,,10725.0,135.0,0.0125874125874125,0.9818181818181818,0.5008236281607387,0.0161290322580645,0.0074074074074074,0.0101522842639593,0.5004885544972928,10529.0,61.0,134.0,1.0,0.0057601510859301,0.9925925925925926,0.6252481376560697,0.0247883192109361
extreme_abs_151_h1,xgboost,boosting,Saudi Arabia,f1,0.34,test_default_threshold,,,,,,,,,,,,,,,,,,,10725.0,135.0,0.0125874125874125,0.9853613053613054,0.498961284230406,0.0,0.0,0.0,0.4963133424129995,10568.0,22.0,135.0,0.0,0.0020774315391879,1.0,0.6252481376560697,0.0247883192109361
extreme_abs_151_h1,xgboost,boosting,South Africa,f1,0.39,validation_selected,0.39,47834.0,6507.0,0.1360329472759961,0.9431366810218672,0.8901138531283974,0.7764637173309972,0.8172737052405102,0.7963462114405511,0.8816506059632534,39796.0,1531.0,1189.0,5318.0,0.0370459989837152,0.1827262947594898,0.9773249045815772,0.887376476082561,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,South Africa,f1,0.39,test_calibrated,,,,,,,,,,,,,,,,,,,10725.0,61.0,0.0056876456876456,0.9943123543123544,0.5,0.0,0.0,0.0,0.4985740333816447,10664.0,0.0,61.0,0.0,0.0,1.0,0.9309243294430164,0.0968581608067342
extreme_abs_151_h1,xgboost,boosting,South Africa,f1,0.39,test_default_threshold,,,,,,,,,,,,,,,,,,,10725.0,61.0,0.0056876456876456,0.9943123543123544,0.5,0.0,0.0,0.0,0.4985740333816447,10664.0,0.0,61.0,0.0,0.0,1.0,0.9309243294430164,0.0968581608067342
extreme_abs_151_h1,xgboost,boosting,South Korea,f1,0.36,validation_selected,0.36,47555.0,6497.0,0.1366207549153611,0.9422353064872252,0.8969080690898881,0.7643078658020863,0.8345390180083115,0.7978809506290928,0.8820916425270982,39386.0,1672.0,1075.0,5422.0,0.0407228798285352,0.1654609819916884,0.9770913070240274,0.8867044050583041,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,South Korea,f1,0.36,test_calibrated,,,,,,,,,,,,,,,,,,,12584.0,130.0,0.0103305785123966,0.9893515575333756,0.5036454151276698,0.1666666666666666,0.0076923076923076,0.0147058823529411,0.5046763671911718,12449.0,5.0,129.0,1.0,0.000401477436968,0.9923076923076924,0.8164896048226705,0.0607239127022417
extreme_abs_151_h1,xgboost,boosting,South Korea,f1,0.36,test_default_threshold,,,,,,,,,,,,,,,,,,,12584.0,130.0,0.0103305785123966,0.9895899554990464,0.4999598522563032,0.0,0.0,0.0,0.4973838718696329,12453.0,1.0,130.0,0.0,8.029548739360848e-05,1.0,0.8164896048226705,0.0607239127022417
extreme_abs_151_h1,xgboost,boosting,Thailand,f1,0.38,validation_selected,0.38,47963.0,6508.0,0.1356879261097095,0.9432896190813752,0.8930996110518015,0.7729106628242075,0.8242163491087892,0.7977394408090422,0.8823804747875081,39879.0,1576.0,1144.0,5364.0,0.0380171270051863,0.1757836508912108,0.9774906469548776,0.8882735372978254,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Thailand,f1,0.38,test_calibrated,,,,,,,,,,,,,,,,,,,9867.0,51.0,0.005168744299179,0.9888517279821628,0.5067476868498011,0.0163934426229508,0.0196078431372549,0.0178571428571428,0.5061255951774247,9756.0,60.0,50.0,1.0,0.0061124694376528,0.9803921568627452,0.9262348786295284,0.0423447333827065
extreme_abs_151_h1,xgboost,boosting,Thailand,f1,0.38,test_default_threshold,,,,,,,,,,,,,,,,,,,9867.0,51.0,0.005168744299179,0.993919124353907,0.499541564792176,0.0,0.0,0.0,0.4984751448612382,9807.0,9.0,51.0,0.0,0.0009168704156479,1.0,0.9262348786295284,0.0423447333827065
extreme_abs_151_h1,xgboost,boosting,Turkey,f1,0.36,validation_selected,0.36,47855.0,6424.0,0.1342388465155156,0.9438512172186816,0.9020050174647082,0.7625403962343684,0.8448007471980075,0.8015656155379958,0.8844323593030314,39741.0,1690.0,997.0,5427.0,0.0407907122685911,0.1551992528019925,0.9792685549016922,0.893663418094605,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Turkey,f1,0.36,test_calibrated,,,,,,,,,,,,,,,,,,,10582.0,611.0,0.0577395577395577,0.9351729351729352,0.5553893525265824,0.3362445414847161,0.1260229132569558,0.1833333333333333,0.5747900675720002,9819.0,152.0,534.0,77.0,0.0152442082037909,0.8739770867430442,0.8292526231143968,0.239874394770868
extreme_abs_151_h1,xgboost,boosting,Turkey,f1,0.36,test_default_threshold,,,,,,,,,,,,,,,,,,,10582.0,611.0,0.0577395577395577,0.9408429408429408,0.5269024852924545,0.4137931034482758,0.0589198036006546,0.1031518624641833,0.5362822734582228,9920.0,51.0,575.0,36.0,0.0051148330157456,0.9410801963993454,0.8292526231143968,0.239874394770868
extreme_abs_151_h1,xgboost,boosting,United Kingdom,f1,0.39,validation_selected,0.39,47877.0,6516.0,0.1360987530547026,0.9433339599390104,0.8904691835882621,0.7773887673231218,0.8178330263965623,0.7970981975918031,0.8820833230897486,39835.0,1526.0,1187.0,5329.0,0.0368946592200382,0.1821669736034377,0.9776608232987992,0.8889556839413234,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,United Kingdom,f1,0.39,test_calibrated,,,,,,,,,,,,,,,,,,,10439.0,1.0,9.579461634256155e-05,0.9999042053836574,0.5,0.0,0.0,0.0,0.4999760501987833,10438.0,0.0,1.0,0.0,0.0,1.0,0.7920099635945583,0.0004604051565377
extreme_abs_151_h1,xgboost,boosting,United Kingdom,f1,0.39,test_default_threshold,,,,,,,,,,,,,,,,,,,10439.0,1.0,9.579461634256155e-05,0.9999042053836574,0.5,0.0,0.0,0.0,0.4999760501987833,10438.0,0.0,1.0,0.0,0.0,1.0,0.7920099635945583,0.0004604051565377
extreme_abs_151_h1,xgboost,boosting,United States,f1,0.41,validation_selected,0.41,45260.0,6511.0,0.1438577110030932,0.9408970393283252,0.887346047671648,0.7845697329376855,0.8121640301029028,0.7981284431363671,0.8817545631023046,37297.0,1452.0,1223.0,5288.0,0.0374719347596067,0.1878359698970972,0.9761039824932696,0.8868220395539033,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,United States,f1,0.41,test_calibrated,,,,,,,,,,,,,,,,,,,27885.0,35.0,0.0012551551013089,0.9987448448986912,0.5,0.0,0.0,0.0,0.4996860141742172,27850.0,0.0,35.0,0.0,0.0,1.0,0.9598789433187996,0.0318017454256293
extreme_abs_151_h1,xgboost,boosting,United States,f1,0.41,test_default_threshold,,,,,,,,,,,,,,,,,,,27885.0,35.0,0.0012551551013089,0.9987448448986912,0.5,0.0,0.0,0.0,0.4996860141742172,27850.0,0.0,35.0,0.0,0.0,1.0,0.9598789433187996,0.0318017454256293
extreme_abs_151_h1,xgboost,boosting,Vietnam,f1,0.36,validation_selected,0.36,47813.0,6390.0,0.1336456612218434,0.9445548281848032,0.9012947831595224,0.7661209964412812,0.8422535211267606,0.8023853894893775,0.8850695482071208,39780.0,1643.0,1008.0,5382.0,0.0396639548077155,0.1577464788732394,0.9789581963585962,0.8928558326853625,,,,,,,,,,,,,,,,,
extreme_abs_151_h1,xgboost,boosting,Vietnam,f1,0.36,test_calibrated,,,,,,,,,,,,,,,,,,,10868.0,838.0,0.0771071034228929,0.9217887375782112,0.6229804619554226,0.4870689655172414,0.269689737470167,0.34715821812596,0.6527804401777887,9792.0,238.0,612.0,226.0,0.023728813559322,0.7303102625298329,0.8285185017739146,0.3519898955785218
extreme_abs_151_h1,xgboost,boosting,Vietnam,f1,0.36,test_default_threshold,,,,,,,,,,,,,,,,,,,10868.0,838.0,0.0771071034228929,0.9228928965771072,0.5688978410829564,0.5,0.1503579952267303,0.2311926605504587,0.5953018422388059,9904.0,126.0,712.0,126.0,0.0125623130608175,0.8496420047732697,0.8285185017739146,0.3519898955785218
extreme_abs_151_h3,random_forest,ensemble,Australia,f1,0.62,validation_selected,0.62,47207.0,6407.0,0.1357213972504077,0.9397335140974856,0.8875088081510113,0.7584155542658154,0.8158264398314343,0.7860741409128505,0.8755002400304868,39135.0,1665.0,1180.0,5227.0,0.0408088235294117,0.1841735601685656,0.973374143476651,0.8704539857999951,,,,,,,,,,,,,,,,,
extreme_abs_151_h3,random_forest,ensemble,Australia,f1,0.62,test_calibrated,,,,,,,,,,,,,,,,,,,10293.0,1.0,9.71534052268532e-05,0.9999028465947732,0.5,0.0,0.0,0.0,0.4999757104687879,10292.0,0.0,1.0,0.0,0.0,1.0,0.5530994947532064,0.0002170609941393
extreme_abs_151_h3,random_forest,ensemble,Australia,f1,0.62,test_default_threshold,,,,,,,,,,,,,,,,,,,10293.0,1.0,9.71534052268532e-05,0.9999028465947732,0.5,0.0,0.0,0.0,0.4999757104687879,10292.0,0.0,1.0,0.0,0.0,1.0,0.5530994947532064,0.0002170609941393
extreme_abs_151_h3,random_forest,ensemble,Bangladesh,f1,0.68,validation_selected,0.68,47144.0,5308.0,0.1125912099100627,0.946058883421008,0.8732974391770413,0.7509529860228716,0.7793896006028636,0.7649070906905796,0.8672207099892979,40464.0,1372.0,1171.0,4137.0,0.0327947222487809,0.2206103993971364,0.9739440061032806,0.8480471045317101,,,,,,,,,,,,,,,,,
extreme_abs_151_h3,random_forest,ensemble,Bangladesh,f1,0.68,test_calibrated,,,,,,,,,,,,,,,,,,,10716.0,7331.0,0.6841172079134005,0.797685703620754,0.7293760113413286,0.8128711671312568,0.9148820079116082,0.8608651007572841,0.7451334050794967,1841.0,1544.0,624.0,6707.0,0.4561299852289512,0.0851179920883917,0.8633485570573314,0.9315886633233744
