split_name,target,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
random_split,extreme_abs_201_h3,majority_class,baseline,train,227503,9439,0.04148956277499637,0.9585104372250036,0.5,0.0,0.0,0.0,0.48940787805201014,218064,0,9439,0,0.0,1.0,0.5,0.04148956277499637
random_split,extreme_abs_201_h3,majority_class,baseline,validation,48751,2023,0.04149658468544235,0.9585034153145576,0.5,0.0,0.0,0.0,0.48940604740309385,46728,0,2023,0,0.0,1.0,0.5,0.04149658468544235
random_split,extreme_abs_201_h3,majority_class,baseline,test,48751,2023,0.04149658468544235,0.9585034153145576,0.5,0.0,0.0,0.0,0.48940604740309385,46728,0,2023,0,0.0,1.0,0.5,0.04149658468544235
random_split,extreme_abs_201_h3,logistic_regression,linear,train,227503,9439,0.04148956277499637,0.9214427941609561,0.9267894827242449,0.338069818349399,0.9326199809301833,0.49625119792547495,0.726825471200109,200828,17236,636,8803,0.07904101548169344,0.06738001906981672,0.9738542551544773,0.6061910098559733
random_split,extreme_abs_201_h3,logistic_regression,linear,validation,48751,2023,0.04149658468544235,0.9195093433980841,0.9251447391549146,0.3323337449285588,0.9312901631240732,0.48985959438377535,0.7230836776060954,42943,3785,139,1884,0.08100068481424413,0.06870983687592684,0.9738612762848876,0.6010921246456077
random_split,extreme_abs_201_h3,logistic_regression,linear,test,48751,2023,0.04149658468544235,0.9224836413612029,0.9226764945381155,0.3400728597449909,0.9228868017795353,0.49700519100226276,0.7275055847553735,43105,3623,156,1867,0.07753381270330423,0.07711319822046465,0.9727074082903653,0.5786058196835512
random_split,extreme_abs_201_h3,decision_tree,tree,train,227503,9439,0.04148956277499637,0.9437721700373182,0.9640302374637675,0.423687923892758,0.9861214111664371,0.5927152317880795,0.7812583944623994,205403,12661,131,9308,0.05806093623890234,0.013878588833562877,0.9892313776638594,0.76529555232085
random_split,extreme_abs_201_h3,decision_tree,tree,validation,48751,2023,0.04149658468544235,0.9386063875612808,0.9414909978916489,0.39878964941569284,0.9446366782006921,0.5608217168011739,0.7639090444691524,43847,2881,112,1911,0.06165468241739428,0.05536332179930796,0.9651349353602888,0.7223997847212253
random_split,extreme_abs_201_h3,decision_tree,tree,test,48751,2023,0.04149658468544235,0.9395704703493262,0.9438855680645019,0.4030665826507036,0.9485912011863569,0.5657429245283019,0.7666343318159488,43886,2842,104,1919,0.06082006505735319,0.0514087988136431,0.9687558737504488,0.7050622308360044
random_split,extreme_abs_201_h3,random_forest,ensemble,train,227503,9439,0.04148956277499637,0.9698421559276141,0.9805688269214552,0.5797944781478271,0.9922661298866405,0.7319188840698628,0.8579706294000089,211276,6788,73,9366,0.031128476043730282,0.007733870113359466,0.9953594176208475,0.9002001244073286
random_split,extreme_abs_201_h3,random_forest,ensemble,validation,48751,2023,0.04149658468544235,0.9635494656519866,0.9429160527923064,0.535365152386429,0.9204152249134948,0.6769678240319942,0.8288264082932115,45112,1616,161,1862,0.03458311932888204,0.07958477508650519,0.9891866131932696,0.8143496948180017
random_split,extreme_abs_201_h3,random_forest,ensemble,test,48751,2023,0.04149658468544235,0.964800722036471,0.9445145962249064,0.5448175182481751,0.9223924864063272,0.6850220264317181,0.833190397055779,45169,1559,157,1866,0.033363293956514294,0.07760751359367277,0.9893188294381774,0.8071923442003702
temporal_split,extreme_abs_201_h3,majority_class,baseline,train,221280,9150,0.041350325379609545,0.9586496746203904,0.5,0.0,0.0,0.0,0.4894441752612999,212130,0,9150,0,0.0,1.0,0.5,0.041350325379609545
temporal_split,extreme_abs_201_h3,majority_class,baseline,validation,55320,2416,0.043673174258857556,0.9563268257411425,0.5,0.0,0.0,0.0,0.48883796570076876,52904,0,2416,0,0.0,1.0,0.5,0.043673174258857556
temporal_split,extreme_abs_201_h3,majority_class,baseline,test,48405,1919,0.03964466480735461,0.9603553351926454,0.5,0.0,0.0,0.0,0.48988839826748587,46486,0,1919,0,0.0,1.0,0.5,0.03964466480735461
temporal_split,extreme_abs_201_h3,logistic_regression,linear,train,221280,9150,0.041350325379609545,0.9197758496023138,0.9251118669111811,0.3322412044621265,0.9309289617486339,0.489709095090261,0.7230874816357498,195010,17120,632,8518,0.08070522792627162,0.06907103825136612,0.9733989936576163,0.5886152297634951
temporal_split,extreme_abs_201_h3,logistic_regression,linear,validation,55320,2416,0.043673174258857556,0.9194504699927694,0.9306306287134612,0.34536082474226804,0.9428807947019867,0.5055481580115402,0.7308509869445271,48586,4318,138,2278,0.08161953727506427,0.057119205298013245,0.9739821201191112,0.613153424688757
temporal_split,extreme_abs_201_h3,logistic_regression,linear,test,48405,1919,0.03964466480735461,0.9231484350790208,0.927514415575864,0.3325897006878602,0.9322563835330901,0.4902713072074541,0.7243563167550364,42896,3590,130,1789,0.07722755238136213,0.06774361646690985,0.973239254829411,0.6092093175014994
temporal_split,extreme_abs_201_h3,decision_tree,tree,train,221280,9150,0.041350325379609545,0.9453452639190166,0.9653762269193109,0.42993812470252263,0.9872131147540983,0.5990053050397878,0.7848397039262954,200153,11977,117,9033,0.05646066091547636,0.012786885245901639,0.9894418980628179,0.7603643354415174
temporal_split,extreme_abs_201_h3,decision_tree,tree,validation,55320,2416,0.043673174258857556,0.94117859725235,0.9388307873414097,0.4218575158522939,0.9362582781456954,0.5816405245564412,0.775002953651128,49804,3100,154,2262,0.058596703462876154,0.06374172185430464,0.9553505144705441,0.7237359119518691
temporal_split,extreme_abs_201_h3,decision_tree,tree,test,48405,1919,0.03964466480735461,0.9424852804462349,0.9348342019047597,0.40217145442207647,0.9265242313705054,0.5608832807570978,0.7650553244727238,43843,2643,141,1778,0.0568558275609861,0.07347576862949452,0.9482267260526834,0.6914121905932755
temporal_split,extreme_abs_201_h3,random_forest,ensemble,train,221280,9150,0.041350325379609545,0.969427874186551,0.9802375824289622,0.5756230578984083,0.9920218579234973,0.7285204061158153,0.8561611419025135,205438,6692,73,9077,0.031546693065573,0.007978142076502732,0.9952711501015332,0.8974505481957546
temporal_split,extreme_abs_201_h3,random_forest,ensemble,validation,55320,2416,0.043673174258857556,0.9646601590744758,0.9471576906013942,0.5572955505841412,0.9279801324503312,0.6963814256872185,0.8388098047909034,51123,1781,174,2242,0.03366475124754272,0.07201986754966887,0.9888412461206755,0.8224820428458789
temporal_split,extreme_abs_201_h3,random_forest,ensemble,test,48405,1919,0.03964466480735461,0.9663051337671729,0.9444880242875211,0.544362292051756,0.9207920792079208,0.6842207163601162,0.8332118912696975,45007,1479,152,1767,0.03181603063287872,0.07920792079207921,0.9890853465001268,0.8113183320731278
