target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,South Africa,validation,47834,6507,0.13603294727599616,0.944265585148639,0.8650647250196418,0.8200299950008332,0.756262486552943,0.7868564118963863,0.8773988649188522,40247,1080,1586,4921,0.02613303651365935,0.24373751344705702,0.9785858449012262,0.892290651837202
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,South Africa,test,10725,61,0.005687645687645688,0.9943123543123543,0.5,0.0,0.0,0.0,0.49857403338164474,10664,0,61,0,0.0,1.0,0.9383201333120166,0.12035744691732853
