target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,Indonesia,validation,46763,6172,0.1319846887496525,0.9492333682612322,0.8742433769346947,0.8310669456066946,0.7723590408295529,0.8006382264024186,0.8857757526679936,39622,969,1405,4767,0.023872286960163584,0.2276409591704472,0.9808309583326954,0.9002410389323665
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,Indonesia,test,13254,1568,0.11830390825411197,0.865323675871435,0.5034155862413423,0.1488673139158576,0.029336734693877552,0.049014384656366546,0.48827236629594745,11423,263,1522,46,0.02250556221119288,0.9706632653061225,0.6347349064989678,0.18219769395272642
