target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,United Kingdom,validation,47877,6516,0.13609875305470268,0.9449840215552353,0.866147795030977,0.8238238238238238,0.7578268876611418,0.7894484412470024,0.878903260554307,40305,1056,1578,4938,0.025531297599187642,0.2421731123388582,0.9787919815122859,0.8927020619462012
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,United Kingdom,test,10439,1,9.579461634256155e-05,0.9999042053836574,0.5,0.0,0.0,0.0,0.49997605019878333,10438,0,1,0,0.0,1.0,0.8888675991569267,0.0008613264427217916
