target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,South Korea,validation,47555,6497,0.13662075491536116,0.9441699085269688,0.8638242249616319,0.8230743356878574,0.7532707403416962,0.7866270192075866,0.8772551066134828,40006,1052,1603,4894,0.02562229041843246,0.24672925965830383,0.9783116325386839,0.8906061159852258
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,South Korea,test,12584,130,0.010330578512396695,0.9896694214876033,0.5,0.0,0.0,0.0,0.4974039460020768,12454,0,130,0,0.0,1.0,0.8965343232325728,0.09318393143133628
