target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,Germany,validation,47877,6516,0.13609875305470268,0.9457359483676923,0.8673587337258615,0.827482447342026,0.7596685082872928,0.7921267402784445,0.8804608910386169,40329,1032,1566,4950,0.02495104083556974,0.24033149171270718,0.9793999313030373,0.8968510329692048
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,Germany,test,10439,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10439,0,0,0,0.0,0.0,,
