target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,Nigeria,validation,47228,5817,0.12316845938849835,0.9492250359955958,0.8664310241681119,0.817573843581646,0.7565755544094894,0.7858928571428572,0.8785450641052039,40429,982,1416,4401,0.02371350607326556,0.24342444559051057,0.9784371509046241,0.886454217082247
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,Nigeria,test,10152,3938,0.3879038613081166,0.8470252167060678,0.8357904046352189,0.8135682356034709,0.7856780091416963,0.7993799250742798,0.8378814773027214,5505,709,844,3094,0.11409719987125845,0.2143219908583037,0.9126873687309396,0.8843703267686996
