target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,Turkey,validation,47855,6424,0.13423884651551563,0.9471946505067391,0.872960686063789,0.8239401496259352,0.7714819427148194,0.7968486212718064,0.8832509609703534,40372,1059,1468,4956,0.025560570587241437,0.22851805728518057,0.9802332396768376,0.8970030911937946
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,Turkey,test,10582,611,0.05773955773955774,0.9429219429219429,0.5295420549380437,0.5507246376811594,0.062193126022913256,0.11176470588235295,0.541139138725203,9940,31,573,38,0.0031090161468257946,0.9378068739770867,0.867696844580872,0.2925069958904552
