target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,United States,validation,45260,6511,0.14385771100309325,0.9418471056120195,0.8661784501182167,0.8223367126474987,0.7599447089540777,0.7899106002554278,0.8780817746379201,37680,1069,1563,4948,0.027587808717644328,0.2400552910459223,0.9768482786317632,0.8899822249834921
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,United States,test,27885,35,0.0012551551013089475,0.9987448448986911,0.5,0.0,0.0,0.0,0.49968601417421726,27850,0,35,0,0.0,1.0,0.9387760964349833,0.040878858798906334
