target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,India,validation,45727,5316,0.11625516653180834,0.9496577514378813,0.8567533049571038,0.8134359400998337,0.7357035364936042,0.7726195179770842,0.8721575396352899,39514,897,1405,3911,0.0221969265793967,0.2642964635063958,0.9780517643589843,0.8772837792116283
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,India,test,20163,7276,0.3608589991568715,0.858899965282944,0.8328885799015957,0.8500553009954179,0.7394172622319956,0.790885703785373,0.8422075687820245,11938,949,1896,5380,0.07364010242880423,0.2605827377680044,0.9421931364493489,0.8987588815351613
