target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,random_forest,ensemble,all_plus_local_normalization,91,Vietnam,validation,47813,6390,0.13364566122184343,0.9227825068496016,0.9148029091970218,0.6523605150214592,0.9039123630672926,0.7578063500393597,0.8559378345205632,38345,3078,614,5776,0.07430654467324917,0.09608763693270736,0.9767930481871128,0.8833130036834582
extreme_abs_151_h1,random_forest,ensemble,all_plus_local_normalization,91,Vietnam,test,10868,838,0.0771071034228929,0.9063305115936695,0.7042821416419001,0.40625,0.46539379474940334,0.43381535038932145,0.6913785348596221,9460,570,448,390,0.05682951146560319,0.5346062052505967,0.8274709879906819,0.4032933651362374
