target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,Pakistan,validation,47080,5038,0.10700934579439253,0.9479609175870858,0.8413181744435643,0.7861565678903141,0.7056371576022231,0.7437238493723849,0.8573820192488402,41075,967,1483,3555,0.02300080871509443,0.2943628423977769,0.9756622349842448,0.8488844300424805
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,Pakistan,test,11139,9129,0.8195529221653649,0.7534787682915881,0.7729758208628236,0.944932385333891,0.7424690546609706,0.8315544105017789,0.6860248625467396,1615,395,2351,6778,0.19651741293532338,0.2575309453390295,0.8798297372813878,0.9688713117622846
