target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,Russia,validation,46975,6225,0.13251729643427354,0.9449707291112294,0.8624623647966098,0.8192982456140351,0.7502008032128514,0.7832285115303983,0.8758568647258819,39720,1030,1555,4670,0.0252760736196319,0.2497991967871486,0.9778530445709218,0.8870194553297908
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization,91,Russia,test,11844,1213,0.10241472475515029,0.9437689969604863,0.7528616980795404,0.8923959827833573,0.5127782357790602,0.6513089005235602,0.8103637899623954,10556,75,591,622,0.007054839619979306,0.4872217642209398,0.9536088170334809,0.7822014502178402
