target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,China,validation,46161,6175,0.13377093217217997,0.9488312644873378,0.8718033072709052,0.8371352785145889,0.7666396761133604,0.8003381234150465,0.8854967961407589,39065,921,1441,4734,0.023033061571550044,0.2333603238866397,0.9803736307707697,0.9011332531446867
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization,91,China,test,21879,2273,0.10388957447780978,0.8306138306138307,0.8809847439341656,0.3748908678191025,0.9445666520017598,0.53675,0.7165544283796632,16026,3580,126,2147,0.18259716413342855,0.055433347998240214,0.9494423445887503,0.6773791153435851
