target,model,model_family,feature_set,n_features,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,random_forest,ensemble,all_plus_local_normalization,91,India,validation,46375,5405,0.11654986522911051,0.9283881401617251,0.913135578773485,0.6376122556788167,0.8932469935245143,0.7440856900670417,0.851227531581601,38226,2744,577,4828,0.06697583597754454,0.10675300647548566,0.9758133577128365,0.8701264995028782
extreme_abs_151_h1,random_forest,ensemble,all_plus_local_normalization,91,India,test,20449,7406,0.3621692992322363,0.85011492004499,0.8650555282265111,0.7340161725067386,0.9192546583850931,0.8162580181044302,0.8448470170631166,10576,2467,598,6808,0.18914360193207083,0.08074534161490683,0.9435630341642548,0.8993020192541792
