target,split_name,feature_set,n_features,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,temporal_split,aqi_history,22,logistic_regression,linear,train,221280,28930,0.13073933477946492,0.8969043745480839,0.8849306712841184,0.5692799057693615,0.8687175941928794,0.6878224338711223,0.8130397018726219,173335,19015,3798,25132,0.09885625162464258,0.13128240580712064,0.9486794684084123,0.7857332327887562
extreme_abs_151_h1,temporal_split,aqi_history,22,logistic_regression,linear,validation,55320,7449,0.1346529284164859,0.9043926247288503,0.8927837241267609,0.599046221570066,0.8768962276815679,0.7118182313518225,0.8272539421411773,43499,4372,917,6532,0.09132877942804621,0.123103772318432,0.9542000881070836,0.8109465800675343
extreme_abs_151_h1,temporal_split,aqi_history,22,logistic_regression,linear,test,53015,7061,0.13318872017353578,0.9078562670942186,0.8917723841955537,0.6076375148397309,0.8698484633904546,0.7154755664278641,0.8302510342464435,41988,3966,919,6142,0.08630369499934717,0.1301515366095454,0.9549585730382883,0.8069702733167514
