target,split_name,feature_set,n_features,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,random_split,aqi_history,22,logistic_regression,linear,train,227503,29901,0.13143123387383904,0.8794873034641302,0.8543889104175999,0.5266672392321896,0.8203404568409083,0.6414906832298136,0.7845303420508024,175557,22045,5372,24529,0.11156263600570844,0.17965954315909166,0.9165748448441138,0.7062614510782989
extreme_abs_151_h3,random_split,aqi_history,22,logistic_regression,linear,validation,48751,6407,0.1314229451703555,0.8780948083116243,0.8557116128917541,0.5229430379746836,0.8253472764164196,0.6402324595919849,0.7834233436346993,37520,4824,1119,5288,0.11392405063291139,0.17465272358358047,0.9206697621605832,0.7046791796848075
extreme_abs_151_h3,random_split,aqi_history,22,logistic_regression,linear,test,48751,6407,0.1314229451703555,0.8786281307050112,0.8532368951267788,0.524495100979804,0.8187919463087249,0.6394052044609665,0.7832197985359597,37588,4756,1161,5246,0.1123181560551672,0.18120805369127516,0.9158988056410646,0.7042162013745681
