target,split_name,feature_set,n_features,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,temporal_split,aqi_history,22,random_forest,ensemble,train,221280,28930,0.13073933477946492,0.922026391901663,0.9242256601922966,0.6390927284856571,0.9272035948842032,0.7566500239767566,0.855112811524511,177202,15148,2106,26824,0.07875227449961009,0.07279640511579676,0.9803024536606786,0.8927188303412252
extreme_abs_151_h1,temporal_split,aqi_history,22,random_forest,ensemble,validation,55320,7449,0.1346529284164859,0.9115509761388286,0.9029277468267791,0.6192164179104478,0.8911263256812995,0.730695140073752,0.8388906267789897,43789,4082,811,6638,0.08527083202774122,0.1088736743187005,0.9673057146222102,0.8604289495514782
extreme_abs_151_h1,temporal_split,aqi_history,22,random_forest,ensemble,test,53015,7061,0.13318872017353578,0.9133075544657172,0.9041462153273512,0.6217043546953688,0.8916584053250248,0.7326041424249476,0.8404359268213075,42123,3831,765,6296,0.0833659746703225,0.10834159467497521,0.9672745210004374,0.8549459184239478
