target,split_name,feature_set,n_features,model,model_family,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,random_split,aqi_pollutants,51,logistic_regression,linear,train,230729,30408,0.13179097556007263,0.9049534302146675,0.8957787290336132,0.5936961230714822,0.8833201789002894,0.7101123595505618,0.8266353072169099,181939,18382,3548,26860,0.09176272083306293,0.1166798210997106,0.9569972035188705,0.8172286905799905
extreme_abs_151_h1,random_split,aqi_pollutants,51,logistic_regression,linear,validation,49443,6516,0.1317881196529337,0.9074085310357382,0.8993590225403434,0.6005186721991701,0.8884284837323512,0.7166377816291161,0.8306505721876996,39076,3851,727,5789,0.08971043865166445,0.11157151626764887,0.9588671156622439,0.8251117105462205
extreme_abs_151_h1,random_split,aqi_pollutants,51,logistic_regression,linear,test,49443,6516,0.1317881196529337,0.9037477499342678,0.8952981969346994,0.5900010244851962,0.8838244321669736,0.7076242550838606,0.8250077599790739,38925,4002,757,5759,0.09322803829757495,0.11617556783302639,0.9550934529407877,0.8134677040480599
