target,model,feature_set,weighting_strategy,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,all_plus_local_normalization,country_class_balanced,Vietnam,validation,47144,6284,0.13329373833361616,0.9256533174953334,0.8897793945138155,0.6783926049557067,0.8408656906429026,0.7509415192212037,0.8536232248602434,38355,2505,1000,5284,0.06130690161527166,0.15913430935709738,0.9697389363877151,0.8403654816688096
extreme_abs_151_h3,xgboost,all_plus_local_normalization,country_class_balanced,Vietnam,test,10716,821,0.07661440836132885,0.8477043673012318,0.7622758821462137,0.28624143384290984,0.6613885505481121,0.3995584988962472,0.6561755303073734,8541,1354,278,543,0.13683678625568468,0.3386114494518879,0.8774098189331464,0.4635175453472075
