target,model,feature_set,weighting_strategy,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,all_plus_local_normalization,country_class_balanced,China,validation,45515,6075,0.1334724815994727,0.9250357025156541,0.89136462950442,0.6749901432514128,0.8454320987654321,0.7506577024261911,0.8532721191261098,36967,2473,939,5136,0.0627028397565923,0.1545679012345679,0.9708984152622309,0.8473368588802243
extreme_abs_151_h3,xgboost,all_plus_local_normalization,country_class_balanced,China,test,21573,2215,0.10267463959579104,0.7746256895193065,0.8538286793894394,0.3073788385970019,0.9534988713318284,0.4648910411622276,0.661071474779587,14599,4759,103,2112,0.2458415125529497,0.046501128668171555,0.936145227957387,0.6321043418070895
