target,model,feature_set,weighting_strategy,held_out_country,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,all_plus_local_normalization,country_class_balanced,Brazil,validation,46911,6237,0.13295389141139605,0.9256464368698173,0.8943391456176035,0.6745396825396826,0.851691518358185,0.7528344671201814,0.8545379210522498,38111,2563,925,5312,0.06301322712297783,0.14830848164181498,0.9705547858176071,0.8442375680781615
extreme_abs_151_h3,xgboost,all_plus_local_normalization,country_class_balanced,Brazil,test,12267,1135,0.0925246596559876,0.9038069617673433,0.6182451748422217,0.4655436447166922,0.26784140969162995,0.3400447427293065,0.6440837447929484,10783,349,831,304,0.03135106000718649,0.73215859030837,0.858758810968419,0.40162566813337963
