target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,0.5,0.25,4.0,91,Vietnam,0.2470925535520371,1.027089323070885,3.5261528445381853,0.7991074536784893,validation,47144,6284,0.13329373833361616,0.9445740709316138,0.8590846217526241,0.824236000706589,0.7425206874602164,0.7812473838426119,0.8747571337439259,39865,995,1618,4666,0.024351443954968185,0.25747931253978357,0.9775656668545434,0.8846419924747586
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,0.5,0.25,4.0,91,Vietnam,0.2470925535520371,1.027089323070885,3.5261528445381853,0.7991074536784893,test,10716,821,0.07661440836132885,0.931131019036954,0.5706534938412404,0.7677419354838709,0.14494518879415347,0.24385245901639344,0.6038875122614231,9859,36,702,119,0.003638201111672562,0.8550548112058465,0.8724423745306228,0.45280624568605876
