target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,1.0,0.25,4.0,91,United Kingdom,0.24863386092105738,0.9940704661342987,2.235210140131682,0.44973029211450866,validation,47207,6407,0.13572139725040777,0.9433770415404495,0.8598161630814336,0.8211214310285517,0.7451225222412986,0.7812781278127813,0.8743785551039378,39760,1040,1633,4774,0.025490196078431372,0.2548774777587014,0.976913151439755,0.8852104504195464
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,1.0,0.25,4.0,91,United Kingdom,0.24863386092105738,0.9940704661342987,2.235210140131682,0.44973029211450866,test,10293,1,9.71534052268532e-05,0.9999028465947731,0.5,0.0,0.0,0.0,0.49997571046878797,10292,0,1,0,0.0,1.0,0.9618150019432569,0.0025380710659898475
