target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,2.0,0.25,4.0,91,South Africa,0.4552724880235852,1.0029346080948665,1.3860852738242875,0.24682830216695806,validation,47165,6398,0.13565143644651753,0.9437082582423407,0.8625486148369166,0.8188788550008519,0.7511722413254142,0.7835656639765224,0.8756062359583817,39704,1063,1592,4806,0.026075011651580937,0.2488277586745858,0.9776341711146104,0.8874680745979082
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,2.0,0.25,4.0,91,South Africa,0.4552724880235852,1.0029346080948665,1.3860852738242875,0.24682830216695806,test,10575,61,0.005768321513002364,0.9942316784869977,0.5,0.0,0.0,0.0,0.4985537483996396,10514,0,61,0,0.0,1.0,0.9371704238221014,0.04927060356384679
