target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,2.0,0.25,4.0,91,Germany,0.4430316887983987,1.0025434053097633,1.5676133634484877,0.25619425327230616,validation,47207,6407,0.13572139725040777,0.9442667401021035,0.8608571469012141,0.8261921216309606,0.7463711565475262,0.7842558425584256,0.876127969929768,39794,1006,1625,4782,0.02465686274509804,0.2536288434524739,0.9772079366318089,0.8872043715315044
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,2.0,0.25,4.0,91,Germany,0.4430316887983987,1.0025434053097633,1.5676133634484877,0.25619425327230616,test,10293,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,10293,0,0,0,0.0,0.0,,
