target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,1.0,0.25,4.0,91,Russia,0.4773336031065213,1.0134214601524587,1.630802918704348,0.28880428251899215,validation,46975,6225,0.13251729643427354,0.944587546567323,0.8610846330105699,0.8186136523574947,0.7474698795180723,0.7814258124107818,0.8748488869954836,39719,1031,1572,4653,0.025300613496932516,0.2525301204819277,0.9778590583191662,0.8860145227469163
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,1.0,0.25,4.0,91,Russia,0.4773336031065213,1.0134214601524587,1.630802918704348,0.28880428251899215,test,11844,1213,0.10241472475515029,0.9436845660249915,0.7542753413755274,0.886685552407932,0.516075845012366,0.6524231370505471,0.8108916181371069,10551,80,587,626,0.007525162261311259,0.48392415498763397,0.9587832966523031,0.7901775048200482
