target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,0.5,0.25,4.0,91,Saudi Arabia,0.24667998266799243,0.9830329110211915,1.9201337885294751,0.48756174852845635,validation,47165,6387,0.13541821265769108,0.9428389695748967,0.8597884405706842,0.8161726914510878,0.7458900892437764,0.7794502617801047,0.8733073295113467,39705,1073,1623,4764,0.026313208102408163,0.2541099107562236,0.9774741463289297,0.8852518063029575
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,0.5,0.25,4.0,91,Saudi Arabia,0.24667998266799243,0.9830329110211915,1.9201337885294751,0.48756174852845635,test,10575,134,0.012671394799054374,0.9873286052009457,0.5,0.0,0.0,0.0,0.4968119527978683,10441,0,134,0,0.0,1.0,0.5732731324700127,0.016085998285415386
