target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,0.5,0.25,4.0,91,India,0.40082082279096287,1.0007654628900122,2.222823864638286,0.48306017528955286,validation,45727,5316,0.11625516653180834,0.9494828000962232,0.8552657141996907,0.8143036386449184,0.7325056433408578,0.7712418300653595,0.8714240518633991,39523,888,1422,3894,0.02197421494147633,0.26749435665914223,0.9779432480622031,0.87621751497412
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,0.5,0.25,4.0,91,India,0.40082082279096287,1.0007654628900122,2.222823864638286,0.48306017528955286,test,20163,7276,0.3608589991568715,0.8573128998660914,0.8260220046939923,0.8675020885547201,0.7135788894997251,0.7830480355930926,0.838374193299964,12094,793,2084,5192,0.06153488011174051,0.28642111050027486,0.943692600881012,0.9019533770261052
