target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,1.0,0.25,4.0,91,Brazil,0.32474874869032616,1.014279378161552,1.6162420248261282,0.34652669864363855,validation,46911,6237,0.13295389141139605,0.9455777962524781,0.8597466089844514,0.8299892511644572,0.7428250761584095,0.7839918774854049,0.8764294350782024,39725,949,1604,4633,0.02333185818950681,0.2571749238415905,0.9793805446843422,0.8919531819420065
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,1.0,0.25,4.0,91,Brazil,0.32474874869032616,1.014279378161552,1.6162420248261282,0.34652669864363855,test,12267,1135,0.0925246596559876,0.9060079889133448,0.5185765606474805,0.4224137931034483,0.04317180616740088,0.07833733013589128,0.5144081101566369,11065,67,1086,49,0.006018684872439813,0.9568281938325991,0.8519510368964497,0.3564990768107463
