target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,2.0,0.25,4.0,91,South Korea,0.5064259869453756,1.0191530498807644,1.272054518532005,0.20938110482504804,validation,46890,6388,0.1362337385370015,0.9442738323736405,0.8642374301452278,0.8220440197918444,0.7542266750156543,0.7866764633847662,0.8773136520846265,39459,1043,1570,4818,0.025751814725198757,0.24577332498434565,0.9787107751847067,0.8915543554327726
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,2.0,0.25,4.0,91,South Korea,0.5064259869453756,1.0191530498807644,1.272054518532005,0.20938110482504804,test,12408,127,0.010235332043842683,0.9897646679561574,0.5,0.0,0.0,0.0,0.49742800437441775,12281,0,127,0,0.0,1.0,0.8534237959282855,0.046102612425075566
