target,model,model_family,feature_set,feature_regime,weighting_strategy,temperature,min_weight,max_weight,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,0.5,0.25,4.0,91,Mexico,0.24897825923829053,0.980800750625989,2.92274257368427,0.5874019140879194,validation,46890,6231,0.1328854766474728,0.946427809767541,0.8653545618790324,0.8268588504130778,0.7549350024073183,0.789261744966443,0.8792876034873749,39674,985,1527,4704,0.02422587864925355,0.24506499759268174,0.97898060681219,0.8917335845969895
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_similarity_weighted,local,country_environmental_similarity,0.5,0.25,4.0,91,Mexico,0.24897825923829053,0.980800750625989,2.92274257368427,0.5874019140879194,test,12408,1178,0.09493874919406835,0.9262572533849129,0.7221879455194444,0.6556213017751479,0.4702886247877759,0.5477014335145823,0.7537787648422296,10939,291,624,554,0.02591273374888691,0.5297113752122241,0.9089319703619488,0.5718256434944636
