scenario,dataset,target,model,model_family,feature_regime,weighting_strategy,evaluations,countries,rows,events,mean_event_rate,mean_accuracy,mean_balanced_accuracy,mean_precision,mean_recall,mean_f1,mean_macro_f1,mean_false_alarm_rate,mean_missed_event_rate,mean_roc_auc,mean_pr_auc,pooled_event_rate
minimum_support,openaq,PM10_p95_rel_p90_h3,xgboost,boosting,local,country_class_balanced,5,5,118,25,0.22296854668640909,0.685316103558128,0.6367706838833094,0.38846153846153847,0.5333333333333334,0.3666666666666667,0.5686799311799311,0.25979196556671447,0.4666666666666666,0.8188878640887249,0.6579383172965908,0.211864406779661
minimum_support,openaq,PM10_p95_rel_p90_h3,xgboost,boosting,local,none,5,5,118,25,0.22296854668640909,0.7770314533135909,0.5,0.0,0.0,0.0,0.4368008362765396,0.0,1.0,0.5896825396825397,0.2910978442893909,0.211864406779661
minimum_support,openaq,PM25_p95_rel_p90_h1,logistic_regression,linear,base,none,2,2,94,18,0.2079772079772079,0.7070275403608737,0.571969696969697,0.5833333333333333,0.3333333333333333,0.3611111111111111,0.583041958041958,0.1893939393939394,0.6666666666666666,0.5318181818181817,0.3560571036175827,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h1,logistic_regression,linear,local,country_class_balanced,2,2,94,18,0.2079772079772079,0.4510921177587844,0.5409090909090909,0.2616033755274262,0.6666666666666666,0.3262411347517731,0.3778264497288277,0.5848484848484848,0.3333333333333333,0.4515151515151514,0.22659493508304218,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h1,logistic_regression,linear,local,none,2,2,94,18,0.2079772079772079,0.8243114909781577,0.5795454545454545,0.5,0.16666666666666666,0.25,0.5748754669987547,0.00757575757575755,0.8333333333333333,0.51010101010101,0.3547020935353222,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h1,random_forest,ensemble,base,none,2,2,94,18,0.2079772079772079,0.6994301994301995,0.5787878787878789,0.3611111111111111,0.3666666666666667,0.34285714285714286,0.5732142857142857,0.2090909090909091,0.6333333333333333,0.5661616161616161,0.3943271955195718,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h1,random_forest,ensemble,local,country_class_balanced,2,2,94,18,0.2079772079772079,0.301994301994302,0.475,0.19558823529411762,0.7666666666666666,0.31047265987025024,0.301779660022759,0.8166666666666667,0.2333333333333333,0.5227272727272727,0.29180848282753924,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h1,random_forest,ensemble,local,none,2,2,94,18,0.2079772079772079,0.7056030389363723,0.543939393939394,0.325,0.26666666666666666,0.2857142857142857,0.5500562429696287,0.17878787878787877,0.7333333333333334,0.5954545454545455,0.425786473662565,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h1,xgboost,boosting,base,none,2,2,94,18,0.2079772079772079,0.792022792022792,0.5,0.0,0.0,0.0,0.4418811002661934,0.0,1.0,0.5583333333333333,0.3675925925925926,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h1,xgboost,boosting,local,country_class_balanced,2,2,94,18,0.2079772079772079,0.6381766381766382,0.45833333333333326,0.0833333333333333,0.16666666666666666,0.1111111111111111,0.42710417500333464,0.25,0.8333333333333333,0.37803030303030305,0.20093232475585415,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h1,xgboost,boosting,local,none,2,2,94,18,0.2079772079772079,0.792022792022792,0.5,0.0,0.0,0.0,0.4418811002661934,0.0,1.0,0.49999999999999994,0.34175084175084164,0.19148936170212766
minimum_support,openaq,PM25_p95_rel_p90_h3,logistic_regression,linear,base,none,2,2,92,18,0.2424537487828627,0.6562804284323271,0.5779609279609279,0.34615384615384615,0.42857142857142855,0.375,0.5683851224105461,0.2726495726495727,0.5714285714285714,0.6153540903540904,0.3385113657236807,0.1956521739130435
minimum_support,openaq,PM25_p95_rel_p90_h3,logistic_regression,linear,local,country_class_balanced,2,2,92,18,0.2424537487828627,0.5618305744888024,0.6437576312576312,0.39322033898305087,0.7678571428571428,0.4840182648401826,0.5478914853612677,0.48034188034188036,0.2321428571428571,0.6409340659340659,0.4001764298133834,0.1956521739130435
minimum_support,openaq,PM25_p95_rel_p90_h3,logistic_regression,linear,local,none,2,2,92,18,0.2424537487828627,0.6942551119766309,0.559004884004884,0.3214285714285714,0.3214285714285714,0.3214285714285714,0.559004884004884,0.20341880341880342,0.6785714285714286,0.6171550671550672,0.3478981978629396,0.1956521739130435
minimum_support,openaq,PM25_p95_rel_p90_h3,random_forest,ensemble,base,none,2,2,92,18,0.2424537487828627,0.7137293086660175,0.6172771672771673,0.44202898550724634,0.42857142857142855,0.42084942084942084,0.615165902247242,0.194017094017094,0.5714285714285714,0.6778998778998779,0.47556547485118916,0.1956521739130435
minimum_support,openaq,PM25_p95_rel_p90_h3,random_forest,ensemble,local,country_class_balanced,2,2,92,18,0.2424537487828627,0.2726387536514118,0.2748626373626374,0.1157894736842105,0.30357142857142855,0.16758241758241754,0.23473460501762386,0.7538461538461538,0.6964285714285714,0.3321428571428571,0.2960173098602757,0.1956521739130435
minimum_support,openaq,PM25_p95_rel_p90_h3,random_forest,ensemble,local,none,2,2,92,18,0.2424537487828627,0.7453748782862707,0.5457417582417583,0.55,0.1607142857142857,0.24166666666666667,0.5440742714996446,0.0692307692307692,0.8392857142857143,0.6387362637362638,0.4297170976876328,0.1956521739130435
minimum_support,openaq,PM25_p95_rel_p90_h3,xgboost,boosting,base,none,2,2,92,18,0.2424537487828627,0.7575462512171374,0.5,0.0,0.0,0.0,0.430239898989899,0.0,1.0,0.5,0.2424537487828627,0.1956521739130435
minimum_support,openaq,PM25_p95_rel_p90_h3,xgboost,boosting,local,country_class_balanced,2,2,92,18,0.2424537487828627,0.7190847127555988,0.5069444444444444,0.16666666666666666,0.125,0.14285714285714285,0.4813335421888053,0.1111111111111111,0.875,0.5972222222222222,0.3796790235081374,0.1956521739130435
minimum_support,openaq,PM25_p95_rel_p90_h3,xgboost,boosting,local,none,2,2,92,18,0.2424537487828627,0.7575462512171374,0.5,0.0,0.0,0.0,0.430239898989899,0.0,1.0,0.5,0.2424537487828627,0.1956521739130435
minimum_support,waqd2024,PM10_p95_rel_p90_h1,logistic_regression,linear,base,none,5,5,134,27,0.21849002849002847,0.6938461538461539,0.5945158906134516,0.3591025641025641,0.4412121212121212,0.3506410256410256,0.5576984419089681,0.252180339985218,0.5587878787878788,0.5161394432126138,0.34054960641243437,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h1,logistic_regression,linear,local,country_class_balanced,5,5,134,27,0.21849002849002847,0.653019943019943,0.5292294900221729,0.24666666666666667,0.3127272727272727,0.24588744588744588,0.49687186250353205,0.25426829268292683,0.6872727272727273,0.48434466617393446,0.297009308748254,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h1,logistic_regression,linear,local,none,5,5,134,27,0.21849002849002847,0.6858689458689459,0.5582575757575757,0.40410256410256407,0.32484848484848483,0.25666666666666665,0.5173474057815346,0.20833333333333331,0.6751515151515152,0.48686868686868684,0.30257128296689473,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h1,random_forest,ensemble,base,none,5,5,134,27,0.21849002849002847,0.6787179487179487,0.5316518847006652,0.1375,0.21818181818181817,0.09392712550607286,0.4421440965049987,0.15487804878048778,0.7818181818181819,0.6311751662971175,0.39681593035603735,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h1,random_forest,ensemble,local,country_class_balanced,5,5,134,27,0.21849002849002847,0.644045584045584,0.6063377679231338,0.21298701298701297,0.5636363636363637,0.29383333333333334,0.4928893242772553,0.3509608277900961,0.43636363636363634,0.5998078344419808,0.4580462197370444,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h1,random_forest,ensemble,local,none,5,5,134,27,0.21849002849002847,0.6473789173789173,0.5024852180339985,0.14285714285714285,0.21818181818181817,0.10135746606334842,0.4303312177261757,0.21321138211382112,0.7818181818181819,0.5835390490268539,0.357599129539638,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h1,xgboost,boosting,base,none,5,5,134,27,0.21849002849002847,0.7569230769230769,0.5142276422764228,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4625583009123382,0.03821138211382112,0.9333333333333332,0.6680155210643016,0.42665546344902816,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h1,xgboost,boosting,local,country_class_balanced,5,5,134,27,0.21849002849002847,0.6879202279202279,0.5767461197339246,0.1223529411764706,0.32727272727272727,0.16666666666666666,0.48026375462465687,0.17378048780487804,0.6727272727272727,0.48634146341463413,0.37083235849743024,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h1,xgboost,boosting,local,none,5,5,134,27,0.21849002849002847,0.7666951566951566,0.5208333333333333,0.05,0.06666666666666667,0.05714285714285714,0.4609804571565528,0.025,0.9333333333333332,0.6146427691549643,0.3900989471911095,0.20149253731343283
minimum_support,waqd2024,PM10_p95_rel_p90_h3,logistic_regression,linear,base,none,6,6,137,28,0.22207367795603086,0.6191713515242927,0.5612168972566919,0.28437118437118436,0.4666666666666666,0.3333694083694083,0.5226893963798377,0.34423287215328285,0.5333333333333333,0.6279176939639071,0.406074855624511,0.20437956204379562
minimum_support,waqd2024,PM10_p95_rel_p90_h3,logistic_regression,linear,local,country_class_balanced,6,6,137,28,0.22207367795603086,0.5679372914667032,0.5193020661409621,0.18472222222222223,0.4472222222222222,0.2541676589664205,0.4515038539032347,0.40861808994029786,0.5527777777777777,0.603219091088154,0.362691968548228,0.20437956204379562
minimum_support,waqd2024,PM10_p95_rel_p90_h3,logistic_regression,linear,local,none,6,6,137,28,0.22207367795603086,0.6271401800813565,0.5623718849970455,0.2753885003885004,0.44166666666666665,0.3194444444444444,0.5226190476190475,0.3169228966725757,0.5583333333333332,0.5440710516127717,0.36434840407898045,0.20437956204379562
minimum_support,waqd2024,PM10_p95_rel_p90_h3,random_forest,ensemble,base,none,6,6,137,28,0.22207367795603086,0.6774418392065451,0.5744412691620651,0.2347222222222222,0.375,0.24305555555555555,0.5022451629411274,0.22611746167586988,0.625,0.6445291752416271,0.365334484378602,0.20437956204379562
minimum_support,waqd2024,PM10_p95_rel_p90_h3,random_forest,ensemble,local,country_class_balanced,6,6,137,28,0.22207367795603086,0.6209721650898121,0.583765137776691,0.20970238095238095,0.48333333333333334,0.27953800585379535,0.49358929312997973,0.31580305777995127,0.5166666666666667,0.6960967798901047,0.5136576113695611,0.20437956204379562
minimum_support,waqd2024,PM10_p95_rel_p90_h3,random_forest,ensemble,local,none,6,6,137,28,0.22207367795603086,0.6830408153937566,0.5517139732800836,0.28608058608058606,0.3,0.20088383838383836,0.4881274998376374,0.19657205343983264,0.7000000000000001,0.6266460528013801,0.4510698868125338,0.20437956204379562
minimum_support,waqd2024,PM10_p95_rel_p90_h3,xgboost,boosting,base,none,6,6,137,28,0.22207367795603086,0.7779263220439692,0.5,0.0,0.0,0.0,0.43686256301923154,0.0,1.0,0.6630430242272348,0.4147684831508361,0.20437956204379562
minimum_support,waqd2024,PM10_p95_rel_p90_h3,xgboost,boosting,local,country_class_balanced,6,6,137,28,0.22207367795603086,0.6443278943278944,0.5669304528258315,0.1544159544159544,0.39166666666666666,0.20967348927875243,0.48011985654545053,0.2578057610150036,0.6083333333333333,0.6992542331438352,0.47011461269327404,0.20437956204379562
minimum_support,waqd2024,PM10_p95_rel_p90_h3,xgboost,boosting,local,none,6,6,137,28,0.22207367795603086,0.7779263220439692,0.5,0.0,0.0,0.0,0.43686256301923154,0.0,1.0,0.7188457254246728,0.5269919078742608,0.20437956204379562
minimum_support,waqd2024,PM25_p95_rel_p90_h1,logistic_regression,linear,base,none,6,6,147,31,0.23382790049456711,0.6256870701315146,0.5074074074074074,0.28761214630779847,0.2972222222222222,0.24298245614035086,0.48988484162507934,0.2824074074074074,0.7027777777777778,0.5061377665544332,0.3880442896425109,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h1,logistic_regression,linear,local,country_class_balanced,6,6,147,31,0.23382790049456711,0.5365661858717414,0.4770833333333333,0.18648018648018647,0.36944444444444446,0.24215167548500882,0.4421705837374164,0.4152777777777778,0.6305555555555555,0.4423260381593715,0.3063891539382883,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h1,logistic_regression,linear,local,none,6,6,147,31,0.23382790049456711,0.6251020070464515,0.5376262626262626,0.36904761904761907,0.39999999999999997,0.26157407407407407,0.47769610044401584,0.32474747474747473,0.6,0.4793911335578002,0.3263003109861197,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h1,random_forest,ensemble,base,none,6,6,147,31,0.23382790049456711,0.6863483738483739,0.5656565656565656,0.34722222222222227,0.33055555555555555,0.29797517297517295,0.5443464753005642,0.19924242424242422,0.6694444444444444,0.5683712121212121,0.3711587119042244,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h1,random_forest,ensemble,local,country_class_balanced,6,6,147,31,0.23382790049456711,0.5288735184568518,0.5194865319865319,0.20969065656565655,0.5222222222222223,0.28648749533407986,0.4122808890153941,0.48324915824915826,0.4777777777777778,0.5048049943883277,0.3174234973103786,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h1,random_forest,ensemble,local,none,6,6,147,31,0.23382790049456711,0.6865660060104505,0.5169191919191919,0.2916666666666667,0.1972222222222222,0.21523297491039425,0.506735784035496,0.16338383838383838,0.8027777777777777,0.5728745791245791,0.3950219834933495,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h1,xgboost,boosting,base,none,6,6,147,31,0.23382790049456711,0.7661720995054329,0.5,0.0,0.0,0.0,0.43365961487569854,0.0,1.0,0.4715347923681257,0.2694284110950777,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h1,xgboost,boosting,local,country_class_balanced,6,6,147,31,0.23382790049456711,0.6838253053530831,0.5345328282828282,0.18541666666666667,0.26111111111111107,0.215779143198498,0.503124734219078,0.19204545454545452,0.7388888888888889,0.5427609427609428,0.3456205248963565,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h1,xgboost,boosting,local,none,6,6,147,31,0.23382790049456711,0.7661720995054329,0.5,0.0,0.0,0.0,0.43365961487569854,0.0,1.0,0.5227272727272726,0.37812600208433533,0.2108843537414966
minimum_support,waqd2024,PM25_p95_rel_p90_h3,logistic_regression,linear,base,none,5,5,130,29,0.2702082727399183,0.7643179605204923,0.683397435897436,0.6,0.5333333333333333,0.5304029304029304,0.6754431734867771,0.16653846153846152,0.4666666666666666,0.7614529914529914,0.6242093866393171,0.2230769230769231
minimum_support,waqd2024,PM25_p95_rel_p90_h3,logistic_regression,linear,local,country_class_balanced,5,5,130,29,0.2702082727399183,0.7166049140732685,0.5905555555555555,0.4666666666666666,0.3333333333333333,0.34095238095238095,0.5731349206349206,0.1522222222222222,0.6666666666666666,0.7526373626373626,0.6278279785529517,0.2230769230769231
minimum_support,waqd2024,PM25_p95_rel_p90_h3,logistic_regression,linear,local,none,5,5,130,29,0.2702082727399183,0.7352862327545873,0.6258333333333332,0.5444444444444445,0.4166666666666667,0.4463003663003663,0.6205177442096946,0.16499999999999998,0.5833333333333333,0.7757875457875458,0.6455301161649728,0.2230769230769231
minimum_support,waqd2024,PM25_p95_rel_p90_h3,random_forest,ensemble,base,none,5,5,130,29,0.2702082727399183,0.5892828690297044,0.5468956043956045,0.35815412186379925,0.43571428571428567,0.303962703962704,0.48485573423626516,0.3419230769230769,0.5642857142857143,0.7096886446886447,0.5733531548544939,0.2230769230769231
minimum_support,waqd2024,PM25_p95_rel_p90_h3,random_forest,ensemble,local,country_class_balanced,5,5,130,29,0.2702082727399183,0.6846634378279948,0.588901098901099,0.4333333333333333,0.37857142857142856,0.32505494505494503,0.5391075591075591,0.20076923076923076,0.6214285714285714,0.6781196581196581,0.5510221709868375,0.2230769230769231
minimum_support,waqd2024,PM25_p95_rel_p90_h3,random_forest,ensemble,local,none,5,5,130,29,0.2702082727399183,0.6298549551714109,0.5444505494505495,0.36787878787878786,0.36428571428571427,0.2746031746031746,0.46547478709950096,0.2753846153846154,0.6357142857142858,0.719029304029304,0.5174682559438597,0.2230769230769231
minimum_support,waqd2024,PM25_p95_rel_p90_h3,xgboost,boosting,base,none,5,5,130,29,0.2702082727399183,0.7479735454418999,0.5333333333333333,0.2,0.06666666666666667,0.1,0.4761363636363637,0.0,0.9333333333333332,0.5455555555555556,0.4477035552352008,0.2230769230769231
minimum_support,waqd2024,PM25_p95_rel_p90_h3,xgboost,boosting,local,country_class_balanced,5,5,130,29,0.2702082727399183,0.6385677613525715,0.5410653235653236,0.225,0.3261904761904762,0.2649122807017544,0.508055834774101,0.2440598290598291,0.6738095238095239,0.43449328449328445,0.36752711931999166,0.2230769230769231
minimum_support,waqd2024,PM25_p95_rel_p90_h3,xgboost,boosting,local,none,5,5,130,29,0.2702082727399183,0.7479735454418999,0.5333333333333333,0.2,0.06666666666666667,0.1,0.4761363636363637,0.0,0.9333333333333332,0.5116666666666666,0.44649309902474454,0.2230769230769231
