target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Bangladesh,0.2949777037778437,1.0,11.886979253573614,1.2703578501037587,validation,47144,5308,0.11259120991006279,0.9272653996266758,0.9005416366184735,0.6284347231715652,0.8660512434061793,0.7283530064168581,0.843182197202184,39118,2718,711,4597,0.06496797016923224,0.13394875659382066,0.9712292843992038,0.82071029722924
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Bangladesh,0.2949777037778437,1.0,11.886979253573614,1.2703578501037587,test,10716,7331,0.6841172079134005,0.8480776409107876,0.8091396745614171,0.8697963947607315,0.9148820079116082,0.891769711474538,0.8184983142662206,2381,1004,624,6707,0.296602658788774,0.08511799208839176,0.9094261091937337,0.9541019458620723
