target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_inverse_country_size,local,inverse_country_size,91,Philippines,0.4822061673877701,1.0,1.3566546649640996,0.29816345687075374,validation,45748,6387,0.1396126606627612,0.9431887732797062,0.8622520938423124,0.8270027624309392,0.7499608579927979,0.7865998850480335,0.8769163173238705,38359,1002,1597,4790,0.025456670308173064,0.2500391420072021,0.9778371473485742,0.8922530436079132
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_inverse_country_size,local,inverse_country_size,91,Philippines,0.4822061673877701,1.0,1.3566546649640996,0.29816345687075374,test,20022,138,0.0068924183398261915,0.9929078014184397,0.499899416616375,0.0,0.0,0.0,0.498220640569395,19880,4,138,0,0.0002011667672500503,1.0,0.9010645803632081,0.0474906306979255
