target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_inverse_country_size,local,inverse_country_size,91,Pakistan,0.4946857431059291,1.0,1.4059868247694334,0.3119880837753623,validation,47080,5038,0.10700934579439253,0.9478547153780799,0.8401231228742145,0.7869362363919129,0.7030567685589519,0.7426354963832686,0.856811892671137,41083,959,1496,3542,0.022810522810522812,0.29694323144104806,0.975605480645746,0.848734695829149
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_inverse_country_size,local,inverse_country_size,91,Pakistan,0.4946857431059291,1.0,1.4059868247694334,0.3119880837753623,test,11139,9129,0.8195529221653649,0.7538378669539456,0.7704791030061654,0.94323386537127,0.7444407930770074,0.8321293008448635,0.6854118913376404,1601,409,2333,6796,0.20348258706467662,0.25555920692299267,0.8790370090613859,0.9688465726444117
