target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Ethiopia,0.2959941478662516,1.0,11.903773605404005,1.1843775502664924,validation,47920,6392,0.1333889816360601,0.9254799666110184,0.8947269830642184,0.6745452295507982,0.852784730913642,0.753264699785808,0.8546885643287319,38898,2630,941,5451,0.06333076478520516,0.14721526908635796,0.9712928976821344,0.8515084055534228
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Ethiopia,0.2959941478662516,1.0,11.903773605404005,1.1843775502664924,test,10153,828,0.08155225056633507,0.9225844577957254,0.7537141728510186,0.5240825688073395,0.5519323671497585,0.5376470588235294,0.747701310772616,8910,415,371,457,0.04450402144772118,0.44806763285024154,0.883389089637487,0.49052201509658766
