target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,South Africa,0.28887049541030035,1.0,11.615566002581614,1.2333603217724514,validation,47834,6507,0.13603294727599616,0.9211439561817953,0.8913703031780822,0.6641065642625705,0.8504687259873982,0.745822102425876,0.8495775529202672,38528,2799,973,5534,0.06772811963123382,0.1495312740126018,0.9687646464843552,0.8404252987641128
extreme_abs_151_h1,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,South Africa,0.28887049541030035,1.0,11.615566002581614,1.2333603217724514,test,10725,61,0.005687645687645688,0.9943123543123543,0.5,0.0,0.0,0.0,0.49857403338164474,10664,0,61,0,0.0,1.0,0.9528288834503709,0.15789124125892837
