target,model,model_family,feature_set,feature_regime,weighting_strategy,n_features,held_out_country,train_weight_min,train_weight_mean,train_weight_max,train_weight_std,part,rows,events,event_rate,accuracy,balanced_accuracy,precision,recall,f1,macro_f1,tn,fp,fn,tp,false_alarm_rate,missed_event_rate,roc_auc,pr_auc
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Australia,0.2810410816294595,1.0,11.312537836077452,1.215749994469001,validation,47207,6407,0.13572139725040777,0.9224691253415807,0.8917963521056932,0.668713917209188,0.849695645387857,0.7484190266703327,0.8512961334238148,38103,2697,963,5444,0.06610294117647059,0.15030435461214298,0.968637666905376,0.8406696364482291
extreme_abs_151_h3,xgboost,boosting,all_plus_local_normalization_domain_weighted_country_class_balanced,local,country_class_balanced,91,Australia,0.2810410816294595,1.0,11.312537836077452,1.215749994469001,test,10293,1,9.71534052268532e-05,0.9999028465947731,0.5,0.0,0.0,0.0,0.49997571046878797,10292,0,1,0,0.0,1.0,0.810532452390206,0.0005125576627370579
